"opr_date","nodename","he01","he02","he03","he04","he05","he06","he07","he08","he09","he10","he11","he12","he13","he14","he15","he16","he17","he18","he19","he20","he21","he22","he23","he24","updated_at"
2024-02-21,BPAT,6173.20,6071.10,6018.60,6047.20,6353.80,6784.40,7379.80,7744.20,7620.90,7600.70,7522.00,7309.00,7143.50,7017.20,6916.30,6846.60,6969.80,7215.50,7423.70,7354.20,7190.70,6879.40,6525.90,6253.50,2024-02-21 05:23:44.163 -0800
2024-02-21,BANC,1548.15,1501.45,1493.95,1540.10,1638.75,1813.95,1947.15,1952.40,1928.35,1870.90,1798.10,1755.50,1753.20,1768.35,1770.70,1818.10,1906.80,1997.85,1981.50,1949.45,1860.30,1744.25,1638.75,1586.70,2024-02-21 05:23:44.163 -0800
2024-02-21,SDGE-TAC,2112.70,2060.60,2000.50,1944.10,1923.60,1967.20,2183.60,2242.60,2166.10,1893.90,1426.10,1467.70,1434.80,1522.90,1685.40,1924.10,2160.30,2416.70,2601.30,2543.30,2462.90,2356.80,2178.40,2039.40,2024-02-21 05:23:44.163 -0800
2024-02-21,SRP,2520.80,2468.80,2473.90,2550.00,2708.00,2982.90,3082.60,3026.80,2844.70,2792.20,2845.40,2826.70,2852.00,2823.90,2857.80,2922.90,3048.60,3161.30,3238.30,3205.40,3128.30,2935.60,2760.10,2634.10,2024-02-21 05:23:44.163 -0800
2024-02-21,EPE,676.29,665.77,666.85,687.34,741.33,817.16,827.48,799.38,768.78,748.33,746.66,755.12,775.73,807.36,839.47,874.26,905.94,961.49,952.08,917.80,870.04,805.22,744.27,705.94,2024-02-21 05:23:44.163 -0800
2024-02-21,TEPC,979.15,951.35,981.05,999.65,1089.20,1200.75,1263.85,1190.00,1027.00,917.85,903.10,862.45,880.90,918.00,1000.10,1069.20,1173.65,1241.30,1255.65,1227.30,1185.05,1115.90,1043.00,998.35,2024-02-21 05:23:44.163 -0800
2024-02-21,SCL,923.77,890.68,872.27,892.06,917.08,1012.96,1143.21,1236.55,1264.05,1273.79,1243.33,1226.73,1182.11,1172.02,1183.14,1196.70,1220.81,1237.38,1251.29,1224.93,1183.42,1133.05,1054.14,992.46,2024-02-21 05:23:44.163 -0800
2024-02-21,PACW,2141.74,2088.11,2074.07,2082.31,2180.27,2422.33,2694.23,2885.62,2857.52,2807.17,2720.85,2667.35,2624.67,2599.89,2574.52,2546.13,2591.92,2709.03,2777.33,2726.99,2667.87,2531.23,2372.57,2247.52,2024-02-21 05:23:44.163 -0800
2024-02-21,IPCO,1663.50,1703.00,1733.50,1776.70,1891.30,2025.70,2135.80,2144.10,2082.10,2060.90,2004.80,1920.10,1869.00,1860.30,1794.20,1785.10,1877.20,1988.50,2036.50,2005.70,1941.70,1839.00,1755.00,1711.80,2024-02-21 05:23:44.163 -0800
2024-02-21,PACNW,25661.31,25101.37,24868.42,25032.00,26019.37,27988.41,30607.85,32470.76,32481.28,32355.52,31939.60,31397.21,30803.89,30482.01,30100.69,29917.95,30639.92,31884.10,32385.68,31860.96,31037.14,29676.79,27919.53,26467.54,2024-02-21 05:23:44.163 -0800
2024-02-21,CA ISO-TAC,19651.63,18883.10,18318.22,18231.75,18758.55,19979.20,22014.10,22694.13,21836.83,19741.92,17682.95,17664.30,17384.97,17697.35,18392.50,19641.47,21266.72,23083.95,24582.72,24265.08,23720.28,22964.70,21594.30,20270.80,2024-02-21 05:23:44.163 -0800
2024-02-21,PNM,1396.50,1385.00,1384.20,1411.30,1479.60,1615.70,1622.60,1573.90,1490.20,1492.90,1344.50,1371.70,1384.40,1370.40,1405.10,1471.40,1538.10,1635.20,1648.90,1644.20,1599.90,1537.90,1474.80,1435.70,2024-02-21 05:23:44.163 -0800
2024-02-21,AZPS,2788.70,2730.60,2749.70,2839.20,3069.40,3383.00,3516.40,3249.40,3092.90,2625.70,2662.00,2582.60,2532.20,2635.80,2802.80,2969.80,3232.30,3494.60,3563.90,3516.90,3386.40,3186.70,2977.20,2843.60,2024-02-21 05:23:44.163 -0800
2024-02-21,PGE-TAC,8646.20,8377.90,8142.90,8065.30,8332.80,8927.00,9875.20,10250.00,9787.70,8579.80,7649.40,8241.40,7995.50,7945.30,8279.90,8769.60,9572.30,10364.90,11032.60,10873.30,10625.00,10231.30,9567.90,8997.70,2024-02-21 05:23:44.163 -0800
2024-02-21,LADWP,2309.30,2204.00,2136.00,2113.40,2168.10,2269.50,2448.70,2595.50,2631.20,2518.40,2495.10,2515.30,2510.50,2559.80,2561.40,2627.10,2670.80,2775.70,2855.00,2843.40,2797.20,2699.50,2565.70,2412.60,2024-02-21 05:23:44.163 -0800
2024-02-21,VEA-TAC,64.42,67.50,73.63,77.05,80.75,86.70,96.20,94.72,85.33,74.92,67.35,63.50,59.67,58.15,56.90,58.67,60.73,67.45,72.83,73.08,71.28,69.40,67.20,64.10,2024-02-21 05:23:44.163 -0800
2024-02-21,PGE,2243.98,2158.07,2151.68,2159.40,2226.58,2421.97,2686.35,2887.53,2897.25,2925.32,2887.26,2829.72,2809.40,2809.53,2794.14,2713.44,2794.55,2907.26,2961.58,2922.80,2860.27,2720.29,2547.46,2372.28,2024-02-21 05:23:44.163 -0800
2024-02-21,TPWR,458.83,441.60,435.90,447.87,460.57,509.73,563.30,602.90,609.27,609.77,598.57,600.33,594.67,583.00,578.53,576.80,586.77,620.63,636.70,626.23,609.63,577.47,529.03,499.20,2024-02-21 05:23:44.163 -0800
2024-02-21,AVA,1132.30,1112.40,1114.30,1113.30,1184.30,1299.50,1438.10,1530.40,1501.60,1513.90,1447.90,1457.70,1398.50,1368.80,1352.90,1337.30,1404.50,1483.00,1485.50,1451.70,1400.40,1321.30,1225.80,1150.80,2024-02-21 05:23:44.163 -0800
2024-02-21,SCE-TAC,8828.30,8377.10,8101.20,8145.30,8421.40,8998.30,9859.10,10106.80,9797.70,9193.30,8540.10,7891.70,7895.00,8171.00,8370.30,8889.10,9473.40,10234.90,10876.00,10775.40,10561.10,10307.20,9780.80,9169.60,2024-02-21 05:23:44.163 -0800
2024-02-21,NEVP,3527.30,3460.50,3438.60,3435.60,3517.20,3679.30,3840.40,3835.40,3829.90,3617.70,3558.00,3461.30,3460.30,3524.00,3590.50,3687.60,3850.80,4039.30,4150.50,4132.10,4072.50,3947.90,3793.10,3668.10,2024-02-21 05:23:44.163 -0800
2024-02-21,BCHA,7107.71,6883.41,6776.91,6763.16,6855.02,7205.18,7847.45,8507.36,8693.95,8727.62,8717.63,8666.75,8519.55,8457.20,8341.71,8331.75,8505.59,8849.16,8924.00,8748.51,8532.32,8238.67,7728.63,7268.48,2024-02-21 05:23:44.163 -0800
2024-02-21,TIDC,258.30,251.80,245.60,252.20,255.40,272.10,296.40,306.50,297.60,275.10,267.10,265.90,263.70,262.30,268.60,278.10,282.80,297.10,314.30,311.80,308.60,299.90,284.00,270.20,2024-02-21 05:23:44.163 -0800
2024-02-21,NWMT,1305.95,1305.45,1295.10,1316.80,1387.40,1493.80,1553.00,1561.30,1550.00,1485.35,1458.55,1428.15,1423.55,1412.85,1406.20,1415.20,1445.80,1514.80,1507.80,1483.40,1436.55,1366.30,1321.10,1303.20,2024-02-21 05:23:44.163 -0800
2024-02-21,PSEI,2510.33,2447.54,2396.10,2433.20,2563.06,2812.84,3166.61,3370.80,3404.64,3351.00,3338.69,3291.36,3238.94,3201.22,3159.03,3168.93,3242.99,3358.84,3381.28,3316.49,3214.28,3070.09,2859.89,2668.30,2024-02-21 05:23:44.163 -0800
2024-02-21,PACE,5147.50,5092.40,5085.50,5134.90,5360.10,5712.30,5987.60,6047.50,6062.70,6106.60,6050.10,6019.30,5940.20,5889.90,5859.20,5922.20,6053.30,6162.40,6164.80,6087.10,5901.60,5646.00,5412.70,5199.50,2024-02-21 05:23:44.163 -0800
2024-02-22,PGE-TAC,8733.80,8385.80,8238.40,8196.70,8415.60,9035.20,10019.70,10307.50,9750.80,8374.50,8062.10,7733.50,7615.50,7697.90,7722.40,8382.30,9290.80,10235.20,10950.60,10763.80,10532.80,10193.10,9583.00,8972.70,2024-02-22 06:22:05.829 -0800
2024-02-22,CA ISO-TAC,19776.46,18947.30,18246.84,18308.76,18732.80,20081.24,22352.20,22736.44,21341.87,18472.77,17619.96,16545.66,16800.11,17131.98,17666.30,19141.34,20935.84,22827.44,24425.76,24126.28,23577.89,22878.48,21544.12,20166.06,2024-02-22 06:22:05.829 -0800
2024-02-22,TEPC,981.95,980.70,989.45,1036.00,1126.20,1238.50,1274.50,1145.50,997.90,880.95,830.10,789.55,805.40,846.05,925.15,1021.80,1135.20,1213.70,1228.85,1201.90,1163.50,1103.70,1044.80,1007.60,2024-02-22 06:22:05.829 -0800
2024-02-22,PGE,2234.97,2170.70,2132.88,2153.35,2215.17,2406.63,2722.74,2862.81,2860.64,2778.84,2672.01,2564.18,2550.54,2534.34,2519.80,2510.53,2588.40,2748.28,2863.40,2846.61,2791.01,2689.52,2531.51,2371.13,2024-02-22 06:22:05.829 -0800
2024-02-22,BPAT,6159.50,6073.70,6031.70,6116.90,6340.40,6833.40,7460.10,7744.60,7665.80,7456.50,7114.10,6914.60,6781.50,6689.40,6551.60,6556.70,6707.10,7001.00,7280.30,7257.10,7125.20,6915.00,6644.00,6377.60,2024-02-22 06:22:05.829 -0800
2024-02-22,BCHA,6927.72,6750.14,6656.16,6639.17,6773.03,7099.50,7724.87,8366.38,8500.32,8494.23,8476.49,8424.69,8299.25,8096.54,7956.16,7958.51,8159.40,8505.26,8681.53,8587.95,8362.46,8083.95,7606.16,7254.93,2024-02-22 06:22:05.829 -0800
2024-02-22,PACW,2175.74,2126.14,2129.01,2168.34,2269.10,2532.85,2857.96,3017.38,2950.57,2809.87,2620.91,2517.88,2451.64,2405.52,2384.34,2365.31,2417.87,2584.19,2704.36,2674.95,2613.51,2497.58,2367.76,2256.73,2024-02-22 06:22:05.829 -0800
2024-02-22,PACNW,25541.96,24994.08,24796.40,25073.91,26038.05,28164.76,30901.31,32510.60,32429.98,31661.83,30622.49,29993.06,29491.99,28890.94,28380.31,28350.84,29113.47,30636.88,31575.29,31322.24,30629.78,29518.34,27963.85,26704.95,2024-02-22 06:22:05.829 -0800
2024-02-22,AZPS,2846.00,2848.60,2838.80,2939.80,3232.90,3572.10,3667.70,3439.90,2985.00,2693.80,2437.40,2332.00,2211.00,2367.00,2590.70,2877.80,3214.00,3465.50,3578.00,3553.00,3420.40,3208.60,2994.80,2862.70,2024-02-22 06:22:05.829 -0800
2024-02-22,SCE-TAC,8921.30,8494.40,8020.30,8145.40,8338.90,8928.60,9995.80,10060.70,9503.30,8458.90,7964.00,7402.60,7845.30,8025.70,8368.70,8876.10,9477.60,10137.30,10854.10,10791.30,10551.90,10296.60,9748.50,9079.10,2024-02-22 06:22:05.829 -0800
2024-02-22,IPCO,1703.40,1684.10,1725.70,1774.50,1898.00,2080.80,2179.80,2215.00,2096.10,1938.90,1869.20,1837.40,1826.60,1782.60,1763.10,1755.60,1836.60,1946.10,2001.20,1979.90,1923.80,1833.30,1760.70,1728.20,2024-02-22 06:22:05.829 -0800
2024-02-22,NEVP,3564.80,3507.50,3474.20,3492.90,3585.40,3753.80,3938.70,3928.80,3726.60,3594.10,3487.80,3359.80,3314.10,3355.20,3464.40,3589.60,3783.20,3999.00,4123.40,4114.30,4049.30,3934.70,3785.50,3656.90,2024-02-22 06:22:05.829 -0800
2024-02-22,SDGE-TAC,2056.50,1995.40,1912.50,1883.90,1888.60,2018.00,2228.20,2265.00,1998.50,1565.90,1528.80,1351.20,1284.10,1355.10,1522.20,1828.40,2109.90,2391.80,2553.10,2503.00,2426.30,2323.90,2149.00,2052.00,2024-02-22 06:22:05.829 -0800
2024-02-22,EPE,692.13,684.91,688.55,712.14,771.29,850.36,855.74,821.47,777.71,750.89,732.58,723.72,728.07,740.57,763.37,797.51,838.14,900.20,909.06,891.79,857.44,802.59,749.72,717.17,2024-02-22 06:22:05.829 -0800
2024-04-25,SCL,822.15,808.30,792.21,779.00,819.54,898.36,1000.09,1087.65,1125.30,1137.97,1133.53,1108.82,1102.30,1096.09,1087.17,1086.97,1089.95,1098.98,1096.32,1084.80,1082.49,1047.50,970.20,896.95,2024-04-25 07:19:10.250 -0700
2024-04-25,PNM,1261.20,1257.10,1227.80,1227.70,1311.00,1367.70,1353.50,1325.90,1279.90,1241.00,1246.40,1280.30,1278.50,1270.80,1295.60,1363.70,1418.50,1424.00,1455.80,1515.60,1479.50,1411.50,1342.80,1294.60,2024-04-25 07:19:10.250 -0700
2024-04-26,PACNW,20360.00,19911.37,19715.53,19587.55,20260.51,21703.56,23516.75,24923.42,25444.52,25309.91,25190.10,24874.35,24491.45,24057.31,23660.56,23334.08,23399.44,23535.92,23522.36,23455.77,23524.94,23195.66,22078.05,20953.81,2024-04-26 07:19:07.052 -0700
2024-04-26,SCL,842.65,815.55,801.90,786.80,827.00,903.30,1011.25,1090.10,1112.41,1128.61,1109.70,1090.81,1089.76,1073.88,1053.74,1042.20,1047.91,1038.89,1021.55,1011.85,1007.43,995.01,944.39,891.38,2024-04-26 07:19:07.052 -0700
2024-04-26,PACE,4649.26,4559.42,4550.40,4525.78,4753.31,5007.88,5214.51,5400.05,5476.41,5519.46,5489.88,5413.53,5316.47,5303.08,5296.41,5305.89,5329.66,5302.90,5316.09,5374.07,5321.76,5158.84,4933.53,4723.50,2024-04-26 07:19:07.052 -0700
2024-04-26,NEVP,3635.58,3484.41,3426.90,3359.83,3403.95,3452.25,3547.41,3576.97,3619.11,3572.74,3669.29,3559.40,3711.54,3691.58,3642.37,3565.84,3648.94,3792.13,3873.79,3974.21,4062.73,3967.64,3874.37,3714.87,2024-04-26 07:19:07.052 -0700
2024-04-27,SDGE-TAC,1971.30,1947.60,1871.50,1810.20,1784.60,1790.80,1768.70,1766.90,1639.20,1446.90,1095.80,1367.20,1103.50,1126.50,1085.10,1056.90,1337.10,1618.10,2008.90,2220.60,2277.40,2217.50,2084.80,1943.70,2024-04-27 07:19:05.207 -0700
2024-04-27,TEPC,964.80,930.00,893.40,884.85,900.75,896.85,916.65,897.70,812.00,813.15,766.80,824.20,790.85,829.90,888.45,977.25,1053.65,1124.45,1238.15,1252.25,1205.55,1155.10,1088.00,1017.00,2024-04-27 07:19:05.207 -0700
2024-04-27,PACE,4643.70,4520.60,4533.92,4529.35,4596.36,4660.94,4888.31,4896.44,5037.45,5092.82,5026.59,5105.28,4999.43,4943.79,4972.87,4979.52,4995.04,5115.28,5195.42,5215.66,5222.31,5017.13,4850.07,4676.20,2024-04-27 07:19:05.207 -0700
2024-04-27,SCL,821.90,796.15,773.35,769.80,774.20,804.30,838.80,908.90,963.20,1009.69,1006.50,1042.80,1036.33,1013.24,1011.11,996.04,1021.75,1024.18,1023.71,1027.95,1023.81,993.03,940.07,883.20,2024-04-27 07:19:05.207 -0700
2024-04-27,BCHA,5836.70,5693.50,5651.70,5598.50,5633.70,5733.10,5947.40,6380.00,6826.60,6995.40,7062.60,7025.50,7148.50,7157.00,6992.60,7039.00,7069.40,7202.30,7066.20,7014.50,7011.50,6849.60,6419.10,6128.60,2024-04-27 07:19:05.207 -0700
2024-04-27,PGE-TAC,8581.56,8310.46,8062.74,7976.09,7799.47,8154.67,8014.91,8258.46,7454.96,6493.40,5474.66,5693.99,4834.80,4764.62,4851.09,5203.07,5934.07,7165.04,8712.81,9524.28,9786.44,9538.92,9045.04,8575.37,2024-04-27 07:19:05.207 -0700
2024-04-27,PGE,2045.80,1963.19,1929.63,1912.43,1934.57,2002.98,2092.98,2216.33,2323.80,2389.26,2418.51,2451.86,2463.35,2432.07,2377.06,2394.99,2402.42,2463.07,2438.08,2432.08,2451.51,2391.49,2241.90,2119.62,2024-04-27 07:19:05.207 -0700
2024-04-29,PACNW,23144.55,22281.13,22302.56,22380.60,23502.41,25814.87,28223.88,29787.98,30302.96,29912.91,29498.49,29229.17,28719.82,28068.76,27671.66,27338.04,27573.46,28091.49,28256.90,28352.62,28512.82,27935.34,26236.54,24729.69,2024-04-29 07:19:10.859 -0700
2024-04-29,CA ISO-TAC,18071.02,17496.96,17056.25,16902.29,17228.71,18224.15,19784.47,20132.08,19008.04,16722.09,15328.98,14908.88,13742.10,13884.95,14318.39,15762.26,17326.22,19428.19,21672.87,23136.78,23641.83,22958.09,21454.15,19947.71,2024-04-29 07:19:10.859 -0700
2024-04-30,SCL,900.62,874.72,855.30,851.56,906.08,997.52,1110.98,1190.19,1197.58,1217.53,1182.84,1145.66,1110.30,1088.14,1059.90,1040.56,1049.26,1060.55,1063.96,1065.31,1078.43,1067.98,997.57,928.98,2024-04-30 07:19:09.407 -0700
2024-04-30,PACW,2042.23,2023.16,2033.77,2052.20,2180.53,2403.27,2656.11,2837.77,2786.54,2618.19,2568.62,2506.18,2454.68,2369.60,2314.51,2264.02,2272.70,2306.42,2343.95,2377.84,2403.96,2364.98,2217.05,2078.70,2024-04-30 07:19:09.407 -0700
2024-04-30,SRP,2967.35,2802.67,2642.65,2607.30,2655.70,2743.40,2912.31,3012.85,3137.58,3139.09,3393.53,3639.66,3859.56,4148.01,4361.57,4587.90,4779.40,4749.07,4685.24,4476.69,4312.41,4031.47,3640.82,3299.95,2024-04-30 07:19:09.407 -0700
2024-04-30,SDGE-TAC,2034.30,1901.20,1881.00,1792.70,1822.80,1912.40,2031.20,2104.50,2088.10,1837.90,1495.90,1288.40,968.80,980.60,1059.80,1319.10,1556.30,1871.70,2209.20,2366.60,2419.30,2322.60,2172.50,2022.40,2024-04-30 07:19:09.407 -0700
2024-04-30,VEA-TAC,47.10,43.42,41.81,44.10,45.70,52.62,57.18,59.30,57.90,53.09,51.83,48.87,55.62,57.63,60.37,63.51,66.08,67.63,66.51,65.42,63.54,57.47,51.44,47.39,2024-04-30 07:19:09.407 -0700
2024-04-30,BPAT,6032.40,5949.40,5994.20,6077.40,6364.80,6743.10,7394.20,7735.40,7668.30,7403.50,7346.20,7219.60,7193.40,7001.10,6789.50,6650.30,6675.30,6765.70,6829.70,6870.50,6926.80,6830.70,6481.20,6178.10,2024-04-30 07:19:09.407 -0700
2024-04-30,TEPC,959.70,939.10,910.35,894.95,908.85,953.30,1001.85,975.25,944.20,855.75,925.90,951.00,1023.40,1111.55,1198.70,1330.40,1432.00,1472.70,1492.85,1451.40,1392.05,1294.60,1171.40,1055.70,2024-04-30 07:19:09.407 -0700
2024-04-30,PSEI,2388.01,2337.02,2277.09,2313.19,2496.55,2745.91,3061.69,3244.93,3217.00,3249.80,3115.31,3040.71,2950.92,2883.41,2812.02,2747.44,2794.45,2837.91,2883.99,2916.13,2973.17,2918.78,2707.51,2504.09,2024-04-30 07:19:09.407 -0700
2024-04-30,PACNW,23918.76,23578.02,23522.58,23662.76,24898.28,26816.45,29332.81,30895.53,30869.39,30202.09,29766.01,29300.41,29011.41,28316.29,27693.41,27289.65,27413.33,27828.63,28010.15,28165.40,28405.43,27913.75,26181.66,24696.63,2024-04-30 07:19:09.407 -0700
2024-05-01,SCE-TAC,8794.30,8446.30,8171.20,8121.00,8269.90,8652.50,9190.20,9262.00,9170.50,8873.10,8344.80,7868.50,7634.70,7720.30,7956.20,8609.70,9108.70,9637.60,10097.60,10594.90,10733.40,10460.30,9850.30,9172.40,2024-05-01 07:19:10.506 -0700
2024-05-01,PACE,4663.78,4596.16,4585.50,4634.17,4839.86,5109.44,5356.03,5467.61,5380.56,5351.91,5288.80,5212.31,5211.62,5185.01,5151.95,5214.20,5274.64,5356.98,5473.96,5529.43,5471.54,5237.35,4978.70,4788.90,2024-05-01 07:19:10.506 -0700
2024-05-01,BCHA,6103.80,5968.90,5944.60,5906.60,6073.30,6423.40,6926.80,7457.60,7578.20,7510.90,7404.60,7312.80,7250.40,7101.70,7023.00,6966.20,7039.60,7137.70,7106.40,7066.10,7127.10,7106.40,6718.20,6292.20,2024-05-01 07:19:10.506 -0700
2024-05-02,CA ISO-TAC,19529.22,19071.89,18499.69,18057.60,18312.40,19353.07,20659.42,21016.58,20251.16,18427.72,17403.10,16394.91,15073.36,15016.13,15406.24,16665.85,18081.00,20087.32,22159.81,23547.91,24068.43,23393.47,22014.05,20576.51,2024-05-02 07:19:10.193 -0700
2024-05-03,SDGE-TAC,2069.40,2031.60,1912.10,1828.60,1840.70,1927.00,2055.40,2093.10,2149.10,2084.80,1765.30,1510.70,1138.60,1075.40,1070.60,1292.10,1466.30,1750.30,2095.30,2260.90,2318.20,2263.50,2142.80,2022.90,2024-05-03 07:19:09.822 -0700
2024-05-03,LADWP,2151.80,2056.40,1975.50,1911.60,1958.40,2036.40,2157.80,2311.70,2399.60,2448.00,2474.80,2426.00,2399.80,2430.40,2488.60,2554.50,2588.60,2620.00,2613.90,2603.20,2643.20,2558.30,2428.40,2304.50,2024-05-03 07:19:09.822 -0700
2024-05-03,BPAT,5720.20,5486.40,5528.50,5614.70,5905.70,6271.90,6973.90,7102.40,7052.40,6713.60,6521.90,6235.20,6158.80,6240.40,6241.90,6211.00,6227.10,6290.50,6447.10,6348.50,6252.10,6186.70,5934.70,5699.50,2024-05-03 07:19:09.822 -0700
2024-03-20,PACE,4737.33,4676.50,4698.43,4794.96,5016.75,5326.75,5627.07,5676.13,5592.08,5519.70,5389.78,5275.76,5279.04,5282.08,5263.99,5317.56,5356.36,5374.55,5521.89,5599.88,5445.98,5208.59,4956.61,4779.01,2024-03-20 07:19:54.210 -0700
2024-04-23,PACW,1845.40,1801.80,1796.60,1797.10,1918.10,2136.70,2427.80,2543.10,2495.60,2375.00,2330.30,2304.80,2265.00,2247.10,2211.70,2169.90,2186.40,2228.40,2244.10,2244.30,2256.30,2194.80,2012.30,1855.00,2024-04-23 07:19:08.127 -0700
2024-05-03,AZPS,3324.50,3166.00,3032.20,2950.90,2998.20,3094.40,3162.50,3176.70,3047.40,2976.50,3075.10,3160.80,3204.20,3430.40,3683.80,3965.80,4225.20,4470.30,4535.50,4410.50,4295.50,4124.40,3844.40,3550.10,2024-05-03 07:19:09.822 -0700
2024-05-03,TIDC,280.20,271.20,262.60,256.40,265.70,275.90,289.70,300.60,300.90,294.90,296.00,295.30,300.10,312.50,321.20,339.90,351.30,355.00,354.60,345.90,337.80,323.90,305.00,288.60,2024-05-03 07:19:09.822 -0700
2024-05-03,SRP,3072.84,2964.91,2802.35,2749.01,2767.27,2839.84,3016.57,3170.02,3267.41,3406.76,3643.71,3755.61,3955.49,4176.45,4378.23,4560.88,4694.62,4651.78,4574.52,4324.89,4182.87,3965.73,3679.65,3367.51,2024-05-03 07:19:09.822 -0700
2024-05-03,PACNW,22885.32,22087.23,22161.66,22275.82,23377.24,25054.14,27540.87,28756.70,28673.86,27922.40,27199.06,26645.26,26280.58,26176.39,25883.20,25878.19,26011.44,26216.70,26342.77,26059.55,25986.69,25606.36,24280.63,23015.65,2024-05-03 07:19:09.822 -0700
2024-05-04,PSEI,2123.62,1995.60,1934.97,1942.78,1953.46,2034.94,2151.27,2329.42,2501.02,2619.68,2668.43,2626.65,2569.62,2527.73,2507.42,2520.03,2577.47,2639.06,2647.39,2617.76,2634.04,2556.16,2391.06,2224.86,2024-05-04 07:19:07.980 -0700
2024-05-04,TEPC,1005.50,986.85,949.00,916.95,924.00,938.25,915.35,910.80,875.15,886.70,907.25,948.55,989.20,1057.95,1168.20,1280.30,1361.40,1375.55,1435.15,1393.65,1344.25,1267.70,1172.50,1082.95,2024-05-04 07:19:07.980 -0700
2024-05-04,BANC,1400.75,1372.40,1359.00,1344.35,1339.85,1397.70,1456.40,1559.25,1673.00,1768.90,1756.35,1764.75,1852.45,1846.80,1774.15,1679.60,1620.35,1600.90,1690.30,1764.40,1731.05,1642.45,1560.60,1509.65,2024-05-04 07:19:07.980 -0700
2024-05-04,NEVP,3788.36,3662.89,3491.79,3441.56,3426.13,3405.42,3374.80,3473.01,3505.09,3671.06,3780.06,3856.81,3955.37,4056.86,4186.07,4319.37,4468.26,4572.23,4541.58,4437.10,4380.45,4238.47,4093.15,3910.13,2024-05-04 07:19:07.980 -0700
2024-05-04,TIDC,265.20,252.70,246.10,233.90,240.40,236.90,236.90,245.20,246.40,258.80,272.00,279.90,280.20,275.20,272.00,270.20,271.70,277.00,283.10,288.50,295.80,282.90,269.50,254.00,2024-05-04 07:19:07.980 -0700
2024-05-04,AVA,901.70,884.90,870.60,859.10,872.60,905.00,958.50,1035.10,1079.70,1101.90,1085.80,1065.50,1047.30,1027.50,1017.10,1002.60,1013.20,1022.70,1007.70,1005.90,1015.20,989.40,940.20,903.00,2024-05-04 07:19:07.980 -0700
2024-05-04,EPE,740.60,728.30,700.30,704.70,698.30,712.60,694.60,723.00,776.20,808.70,913.70,915.80,1003.80,1086.00,1153.10,1216.20,1227.80,1211.80,1172.30,1135.70,1059.30,965.90,884.10,823.20,2024-05-04 07:19:07.980 -0700
2024-05-04,AZPS,3335.50,3355.60,3027.50,2896.90,2911.30,2961.20,2932.80,2848.60,2814.00,2772.50,2840.40,2903.70,3032.70,3245.50,3553.10,3801.70,4070.90,4398.10,4488.20,4318.80,4161.00,4009.90,3695.00,3423.60,2024-05-04 07:19:07.980 -0700
2024-05-04,SCL,805.99,770.46,749.90,748.13,750.63,767.81,812.11,852.41,931.71,974.50,1005.96,1005.64,975.04,949.76,947.03,946.50,955.72,965.72,961.63,963.60,976.49,956.61,913.24,862.01,2024-05-04 07:19:07.980 -0700
2024-05-04,BCHA,5665.30,5509.20,5413.30,5364.00,5423.80,5609.80,5758.00,6067.80,6412.40,6670.90,6749.70,6628.00,6650.20,6557.10,6500.80,6531.90,6648.70,6664.40,6576.60,6495.40,6514.90,6417.40,6124.90,5754.50,2024-05-04 07:19:07.980 -0700
2024-05-04,PACW,1865.07,1797.05,1749.88,1782.79,1787.69,1873.49,1994.06,2110.16,2242.05,2315.96,2362.63,2376.54,2269.15,2260.70,2277.64,2314.50,2364.99,2351.80,2356.63,2329.01,2309.56,2217.97,2102.40,1973.14,2024-05-04 07:19:07.980 -0700
2024-05-04,PGE,2123.62,1975.38,1918.74,1918.98,1931.84,1980.14,2078.06,2219.64,2324.87,2431.92,2474.52,2550.00,2512.71,2473.03,2432.06,2432.26,2466.65,2552.83,2528.35,2529.19,2535.43,2442.38,2307.95,2165.76,2024-05-04 07:19:07.980 -0700
2024-05-04,VEA-TAC,47.72,41.37,40.50,43.44,40.92,47.74,51.14,49.87,51.12,50.54,51.44,53.91,52.58,56.01,57.57,58.43,60.18,63.19,59.61,58.01,58.31,52.81,49.95,47.68,2024-05-04 07:19:07.980 -0700
2024-05-04,BPAT,5507.00,5248.70,5380.50,5327.00,5244.00,5375.80,5710.50,6054.00,6232.00,6545.30,6570.90,6407.00,6409.80,6353.20,6292.10,6200.60,6395.50,6361.30,6390.00,6274.90,6154.80,6076.30,5939.70,5652.10,2024-05-04 07:19:07.980 -0700
2024-05-04,LADWP,2101.90,2035.30,1981.80,1936.40,1917.10,1921.40,1924.40,2007.50,2108.30,2239.30,2294.50,2302.60,2214.10,2158.90,2167.10,2213.60,2263.80,2316.50,2373.10,2446.60,2498.50,2432.60,2351.70,2237.40,2024-05-04 07:19:07.980 -0700
2024-05-04,PACNW,22134.17,21374.58,21198.99,21150.45,21242.95,21925.91,23007.32,24281.38,25318.38,26301.60,26505.55,26231.35,25982.38,25641.94,25479.58,25429.83,25886.09,26098.41,26041.33,25800.13,25748.82,25148.65,24040.42,22741.40,2024-05-04 07:19:07.980 -0700
2024-05-05,SRP,3122.09,3088.18,2926.69,2758.39,2691.53,2635.85,2640.56,2774.68,2983.39,3068.96,3394.49,3459.95,3628.61,3741.01,3808.59,3865.66,3898.89,4001.48,3976.45,3808.80,3793.12,3606.83,3270.41,2949.78,2024-05-05 07:19:06.882 -0700
