"opr_date","trading_hub","renewable_type","market_run_id","he01","he02","he03","he04","he05","he06","he07","he08","he09","he10","he11","he12","he13","he14","he15","he16","he17","he18","he19","he20","he21","he22","he23","he24","he25"
2023-10-11,NP15,SOLAR,DAM,0,0,0,0,0,0,0,199,1062,1518,1609,1608,1617,1634,1648,1599,1378,610,47,0,0,0,0,0,
2023-10-11,NP15,WIND,DAM,672,659,607,540,476,410,345,270,179,116,115,137,144,142,148,156,161,157,166,193,206,196,194,212,
2023-10-11,SP15,SOLAR,DAM,63,63,63,63,63,63,80,2031,6780,8677,9330,9548,9637,9668,9501,8961,7301,2598,132,63,63,59,55,47,
2023-10-11,SP15,WIND,DAM,2763,2756,2710,2672,2623,2544,2494,2498,2561,2680,2828,2960,3088,3212,3294,3352,3373,3345,3309,3268,3217,3126,2958,2687,
2023-10-11,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,130,801,1271,1511,1625,1692,1729,1726,1631,1323,538,26,0,0,0,0,0,
2023-10-10,NP15,SOLAR,DAM,0,0,0,0,0,0,0,169,871,1254,1370,1411,1440,1473,1491,1455,1292,592,47,0,0,0,0,0,
2023-10-10,NP15,WIND,DAM,153,161,183,222,285,362,437,511,575,610,606,612,631,644,667,687,764,759,704,641,614,630,652,641,
2023-10-10,SP15,SOLAR,DAM,51,52,52,52,52,52,71,2190,7272,9109,9639,9796,9761,9725,9507,8932,7300,2650,146,63,63,63,63,62,
2023-10-10,SP15,WIND,DAM,2291,2325,2340,2333,2316,2271,2211,2161,2068,1997,2141,2472,2868,3200,3369,3433,3425,3333,3163,2978,2836,2770,2766,2775,
2023-10-10,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,165,909,1367,1578,1643,1685,1702,1673,1563,1270,536,28,0,0,0,0,0,
2023-10-09,NP15,SOLAR,DAM,0,0,0,0,0,0,0,172,802,1137,1160,1132,1089,1077,1070,1016,890,427,36,0,0,0,0,0,
2023-10-09,NP15,WIND,DAM,945,957,962,955,936,912,875,815,772,703,541,415,340,277,247,231,215,196,181,160,148,156,182,194,
2023-10-09,SP15,SOLAR,DAM,21,20,19,17,16,16,36,2208,7157,8897,9239,9295,9076,8992,8706,7996,6337,2288,154,63,63,63,63,63,
2023-10-09,SP15,WIND,DAM,603,588,586,612,632,645,607,563,522,479,523,721,1089,1492,1865,2237,2485,2496,2379,2206,2050,2064,2188,2319,
2023-10-09,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,155,852,1242,1357,1346,1325,1322,1277,1144,890,382,22,0,0,0,0,0,
2023-10-08,NP15,SOLAR,DAM,0,0,0,0,0,0,0,226,1104,1547,1621,1620,1637,1644,1652,1602,1414,668,58,0,0,0,0,0,
2023-10-08,NP15,WIND,DAM,106,119,130,129,116,103,99,97,87,76,70,70,77,94,127,185,260,356,478,597,682,744,821,887,
2023-10-08,SP15,SOLAR,DAM,2,2,2,2,3,3,21,1960,6636,8247,8757,8965,8903,8951,8802,8395,6975,2855,216,14,15,17,20,20,
2023-10-08,SP15,WIND,DAM,82,77,78,73,64,64,68,56,33,26,36,56,76,90,98,114,150,199,235,288,370,445,528,605,
2023-10-08,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,176,962,1433,1629,1699,1733,1750,1734,1634,1331,586,36,0,0,0,0,0,
2023-10-07,NP15,SOLAR,DAM,0,0,0,0,0,0,0,246,1177,1623,1700,1698,1681,1679,1681,1627,1425,684,64,0,0,0,0,0,
2023-10-07,NP15,WIND,DAM,60,52,43,31,19,9,5,7,8,8,8,8,7,5,3,2,2,6,19,39,66,105,149,185,
2023-10-07,SP15,SOLAR,DAM,7,6,6,6,6,7,32,2404,7496,9283,9785,9916,9867,9804,9528,8913,7293,2936,215,2,2,2,3,3,
2023-10-07,SP15,WIND,DAM,58,54,53,50,47,48,50,50,45,52,89,130,146,131,103,79,63,71,109,147,176,186,171,141,
2023-10-07,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,195,1025,1525,1720,1768,1771,1772,1744,1630,1316,588,42,0,0,0,0,0,
2023-10-06,NP15,SOLAR,DAM,0,0,0,0,0,0,0,249,1185,1637,1719,1719,1704,1704,1713,1664,1467,710,68,0,0,0,0,0,
2023-10-06,NP15,WIND,DAM,60,65,55,37,21,15,15,18,22,21,21,23,19,15,12,10,6,6,12,34,64,87,107,119,
2023-10-06,SP15,SOLAR,DAM,8,8,9,11,13,15,44,2416,7476,9279,9827,9991,9950,9901,9703,9116,7587,3164,239,7,7,7,7,6,
2023-10-06,SP15,WIND,DAM,82,91,103,109,108,108,111,109,106,132,188,241,265,254,227,198,165,130,95,89,95,89,85,85,
2023-10-06,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,203,1060,1568,1767,1819,1820,1827,1804,1697,1379,632,48,0,0,0,0,0,
2023-10-05,NP15,SOLAR,DAM,0,0,0,0,0,0,0,254,1210,1668,1752,1751,1736,1736,1743,1694,1491,721,70,0,0,0,0,0,
2023-10-05,NP15,WIND,DAM,39,28,18,20,26,33,40,39,36,29,27,24,18,13,10,7,5,4,5,10,18,30,47,62,
2023-10-05,SP15,SOLAR,DAM,27,30,30,31,34,35,63,2435,7449,9184,9722,9886,9852,9797,9590,9013,7552,3306,252,12,11,11,10,10,
2023-10-05,SP15,WIND,DAM,241,263,273,268,263,258,249,235,225,268,350,397,391,345,289,244,203,161,127,98,88,91,92,92,
2023-10-05,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,202,1047,1551,1754,1809,1820,1819,1798,1691,1376,645,49,0,0,0,0,0,
2023-10-04,NP15,SOLAR,DAM,0,0,0,0,0,0,0,255,1199,1648,1735,1738,1724,1720,1721,1671,1476,719,73,0,0,0,0,0,
2023-10-04,NP15,WIND,DAM,29,32,43,58,72,88,108,99,94,86,80,63,41,25,15,9,5,2,2,3,5,9,18,34,
2023-10-04,SP15,SOLAR,DAM,15,16,23,34,45,48,83,2453,7399,9122,9673,9835,9811,9759,9554,8997,7574,3363,265,20,20,20,20,20,
2023-10-04,SP15,WIND,DAM,99,112,132,164,204,235,264,299,362,490,653,774,797,744,659,565,464,349,258,204,176,174,176,181,
2023-10-04,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,202,1031,1531,1743,1808,1823,1817,1792,1683,1374,650,53,0,0,0,0,0,
2023-10-03,NP15,SOLAR,DAM,0,0,0,0,0,0,0,237,1111,1538,1637,1649,1642,1647,1651,1609,1434,698,77,0,0,0,0,0,
2023-10-03,NP15,WIND,DAM,393,348,286,222,166,114,71,25,13,7,6,6,8,11,13,15,15,11,9,8,10,22,49,65,
2023-10-03,SP15,SOLAR,DAM,13,8,7,6,6,5,32,2299,7090,8780,9375,9554,9553,9574,9400,8891,7514,3342,257,5,5,8,12,15,
2023-10-03,SP15,WIND,DAM,837,667,537,449,380,326,275,206,133,89,75,72,67,63,62,71,90,124,165,189,184,145,108,98,
2023-10-03,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,198,1002,1497,1714,1784,1803,1801,1779,1673,1370,676,60,0,0,0,0,0,
2023-10-02,NP15,SOLAR,DAM,0,0,0,0,0,0,0,245,1141,1578,1671,1660,1641,1638,1637,1598,1419,714,83,0,0,0,0,0,
2023-10-02,NP15,WIND,DAM,427,460,456,416,343,244,143,80,54,39,37,32,23,17,16,18,31,88,183,271,325,352,378,394,
2023-10-02,SP15,SOLAR,DAM,45,46,45,42,39,36,61,2348,6959,8594,9206,9344,9384,9389,9236,8767,7500,3429,297,28,24,21,18,16,
2023-10-02,SP15,WIND,DAM,1778,1748,1651,1554,1460,1373,1273,1105,841,579,402,308,278,335,527,851,1198,1480,1651,1665,1604,1451,1257,1083,
2023-10-02,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,190,983,1479,1662,1722,1715,1716,1704,1615,1323,667,63,0,0,0,0,0,
2023-10-01,NP15,SOLAR,DAM,0,0,0,0,0,0,0,187,877,1245,1330,1334,1325,1331,1338,1272,1124,614,78,0,0,0,0,0,
2023-10-01,NP15,WIND,DAM,225,212,202,200,194,184,177,175,176,194,221,200,153,118,94,81,82,101,137,210,309,365,380,402,
2023-10-01,SP15,SOLAR,DAM,58,53,50,47,42,38,67,2373,6845,8499,8979,9047,8899,8707,8505,7996,6861,3416,349,50,47,48,49,44,
2023-10-01,SP15,WIND,DAM,1529,1433,1366,1312,1260,1198,1128,1067,1032,1000,964,959,986,1055,1180,1361,1624,1891,1985,1930,1902,1884,1848,1774,
2023-10-01,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,137,731,1161,1331,1391,1379,1352,1305,1156,921,479,48,0,0,0,0,0,
2023-09-30,NP15,SOLAR,DAM,0,0,0,0,0,0,0,143,628,899,970,1020,1024,1043,1070,1053,919,515,68,0,0,0,0,0,
2023-09-30,NP15,WIND,DAM,926,810,727,679,640,586,508,411,343,300,255,225,205,190,177,167,150,135,151,176,196,215,229,233,
2023-09-30,SP15,SOLAR,DAM,62,60,59,58,56,55,91,2206,5624,7007,7592,7849,7863,7924,8008,7645,6657,3294,363,68,60,57,53,48,
2023-09-30,SP15,WIND,DAM,1987,1963,1922,1895,1836,1779,1749,1729,1739,1782,1853,1958,2073,2230,2385,2479,2513,2463,2264,2059,1938,1828,1756,1707,
2023-09-30,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,90,464,736,935,1101,1133,1162,1164,1096,918,488,51,0,0,0,0,0,
2023-09-29,NP15,SOLAR,DAM,0,0,0,0,0,0,0,281,1214,1636,1718,1716,1677,1639,1625,1571,1376,724,97,0,0,0,0,0,
2023-09-29,NP15,WIND,DAM,745,786,787,762,751,778,795,780,762,738,694,717,832,957,1065,1135,1159,1158,1148,1119,1085,1061,1057,1052,
2023-09-29,SP15,SOLAR,DAM,41,40,39,38,36,35,75,2618,7408,9087,9659,9887,9880,9839,9648,9125,7813,3880,420,58,50,52,53,54,
2023-09-29,SP15,WIND,DAM,2043,1973,1885,1788,1679,1546,1413,1273,1062,885,891,1091,1433,1816,2153,2375,2464,2396,2200,2025,1973,1972,1984,2050,
2023-09-29,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,226,1052,1546,1735,1815,1811,1800,1765,1641,1362,702,69,0,0,0,0,0,
2023-09-28,NP15,SOLAR,DAM,0,0,0,0,0,0,0,299,1227,1635,1733,1744,1727,1720,1718,1687,1518,916,136,0,0,0,0,0,
2023-09-28,NP15,WIND,DAM,781,711,606,480,372,312,275,236,181,124,93,72,54,45,43,54,88,171,286,394,460,484,517,565,
2023-09-28,SP15,SOLAR,DAM,37,36,35,34,32,30,74,2784,7252,8938,9479,9737,9761,9752,9616,9125,7821,4101,475,45,29,27,26,26,
2023-09-28,SP15,WIND,DAM,2518,2431,2321,2204,2084,1976,1870,1710,1404,1040,748,643,799,1083,1482,1938,2265,2421,2494,2514,2449,2331,2217,2122,
2023-09-28,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,239,1047,1523,1707,1791,1820,1813,1790,1687,1394,769,91,0,0,0,0,0,
2023-09-27,NP15,SOLAR,DAM,0,0,0,0,0,0,0,313,1255,1670,1760,1767,1747,1738,1730,1697,1521,932,145,0,0,0,0,0,
2023-09-27,NP15,WIND,DAM,703,716,683,605,529,479,426,361,270,178,123,107,117,146,207,354,585,789,904,935,913,877,851,816,
2023-09-27,SP15,SOLAR,DAM,27,27,27,26,26,25,70,2534,6679,8439,9035,9201,9165,9173,9120,8713,7388,3844,549,53,37,37,37,36,
2023-09-27,SP15,WIND,DAM,2290,2346,2411,2369,2205,1987,1795,1599,1301,936,650,513,516,693,1076,1602,2110,2493,2741,2826,2825,2804,2752,2668,
2023-09-27,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,243,1051,1530,1718,1800,1801,1794,1772,1673,1385,771,96,0,0,0,0,0,
2023-09-26,NP15,SOLAR,DAM,0,0,0,0,0,0,0,322,1199,1583,1673,1693,1673,1667,1663,1625,1471,941,156,0,0,0,0,0,
2023-09-26,NP15,WIND,DAM,266,271,249,207,170,154,146,139,139,138,139,145,146,157,202,285,399,546,655,669,639,615,617,622,
2023-09-26,SP15,SOLAR,DAM,28,28,29,29,30,28,86,2994,7585,9324,9865,10051,10050,10038,9910,9395,8066,4055,590,53,35,35,35,35,
2023-09-26,SP15,WIND,DAM,2119,2194,2211,2153,2047,1925,1800,1672,1447,1156,970,897,930,1061,1303,1625,1952,2285,2551,2655,2647,2586,2516,2455,
2023-09-26,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,260,1068,1516,1704,1787,1790,1783,1756,1655,1377,810,106,0,0,0,0,0,
2023-09-25,NP15,SOLAR,DAM,0,0,0,0,0,0,0,314,1106,1411,1449,1420,1439,1498,1550,1522,1405,968,176,0,0,0,0,0,
2023-09-25,NP15,WIND,DAM,711,686,639,551,442,367,317,272,227,235,276,290,303,349,443,554,624,645,582,484,439,402,351,303,
2023-09-25,SP15,SOLAR,DAM,13,12,12,12,13,13,75,3095,7499,9123,9635,9761,9711,9765,9627,9144,7897,4193,554,86,39,39,39,38,
2023-09-25,SP15,WIND,DAM,749,750,747,731,708,698,646,556,459,351,274,257,301,425,659,959,1258,1498,1661,1823,1956,2042,2139,2241,
2023-09-25,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,261,1012,1453,1622,1521,1523,1488,1559,1582,1364,845,118,0,0,0,0,0,
2023-09-24,NP15,SOLAR,DAM,0,0,0,0,0,0,1,383,1339,1691,1755,1775,1749,1729,1727,1696,1554,1054,210,0,0,0,0,0,
2023-09-24,NP15,WIND,DAM,765,736,675,617,565,561,583,590,582,565,521,456,413,411,452,527,602,639,619,580,561,571,605,621,
2023-09-24,SP15,SOLAR,DAM,20,16,14,12,10,6,68,3101,7468,9058,9565,9749,9764,9763,9665,9212,8021,4393,590,78,24,23,23,20,
2023-09-24,SP15,WIND,DAM,1075,941,806,664,524,405,323,253,178,120,95,102,131,185,272,390,534,675,795,927,1011,983,905,835,
2023-09-24,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,294,1123,1548,1719,1802,1801,1797,1774,1690,1447,899,136,0,0,0,0,0,
2023-09-23,NP15,SOLAR,DAM,0,0,0,0,0,0,1,400,1361,1713,1781,1789,1771,1762,1765,1739,1602,1113,239,0,0,0,0,0,
2023-09-23,NP15,WIND,DAM,695,741,778,814,849,856,808,749,672,565,461,369,305,271,265,295,356,450,568,660,705,725,739,734,
2023-09-23,SP15,SOLAR,DAM,23,22,22,19,17,16,57,2354,6039,7830,8518,8977,9231,9399,9385,9011,7850,4315,699,79,29,28,27,25,
2023-09-23,SP15,WIND,DAM,883,878,918,1018,1067,1038,950,809,644,515,463,474,556,694,879,1103,1292,1407,1454,1496,1513,1438,1315,1203,
2023-09-23,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,279,1081,1523,1706,1784,1784,1780,1766,1683,1447,894,144,0,0,0,0,0,
2023-09-22,NP15,SOLAR,DAM,0,0,0,0,0,0,2,364,1192,1544,1715,1761,1751,1746,1736,1647,1497,1045,233,1,0,0,0,0,
2023-09-22,NP15,WIND,DAM,664,572,468,376,309,266,247,217,175,142,109,67,36,26,38,73,137,232,357,484,575,636,663,665,
2023-09-22,SP15,SOLAR,DAM,54,51,46,40,34,26,67,2051,5078,6079,6242,6204,5845,5569,5396,4826,4054,2283,398,51,20,19,18,16,
2023-09-22,SP15,WIND,DAM,1968,1919,1778,1664,1630,1482,1261,951,615,394,284,262,309,365,461,618,774,881,934,961,946,912,873,815,
2023-09-22,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,232,797,1158,1400,1507,1498,1441,1332,1194,1012,633,120,0,0,0,0,0,
2023-09-21,NP15,SOLAR,DAM,0,0,0,0,0,0,2,409,1363,1700,1760,1765,1741,1745,1756,1728,1585,1121,252,1,0,0,0,0,
2023-09-21,NP15,WIND,DAM,706,552,443,384,327,285,264,264,246,200,153,117,96,100,146,242,389,550,648,707,766,792,785,758,
2023-09-21,SP15,SOLAR,DAM,54,53,51,49,48,44,114,2999,7124,8680,9259,9477,9557,9599,9417,8857,7592,4237,785,104,63,63,63,63,
2023-09-21,SP15,WIND,DAM,2225,2082,1987,1929,1869,1770,1633,1494,1352,1325,1460,1687,1972,2240,2442,2565,2613,2557,2368,2188,2155,2186,2160,2071,
2023-09-21,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,277,1001,1438,1644,1766,1792,1812,1791,1717,1469,919,166,0,0,0,0,0,
2023-09-20,NP15,SOLAR,DAM,0,0,0,0,0,0,2,425,1395,1722,1782,1788,1771,1763,1756,1723,1575,1129,255,1,0,0,0,0,
2023-09-20,NP15,WIND,DAM,883,813,695,589,483,378,313,272,223,188,172,172,202,268,388,554,709,831,887,890,888,884,873,837,
2023-09-20,SP15,SOLAR,DAM,22,21,21,22,22,22,86,2779,6752,8235,8970,9325,9411,9508,9413,9072,8063,4563,861,84,54,54,55,55,
2023-09-20,SP15,WIND,DAM,1126,1143,1207,1285,1317,1357,1408,1404,1331,1299,1379,1508,1704,1999,2363,2714,2947,2997,2876,2756,2736,2682,2529,2364,
2023-09-20,ZP26,SOLAR,DAM,0,0,0,0,0,0,0,312,1157,1603,1753,1823,1812,1808,1776,1694,1470,933,174,0,0,0,0,0,
2023-09-19,NP15,SOLAR,DAM,0,0,0,0,0,0,3,434,1407,1727,1786,1790,1773,1768,1772,1748,1606,1159,270,1,1,0,0,0,
2023-09-19,NP15,WIND,DAM,1042,1028,1000,970,931,892,851,797,721,625,508,399,340,342,415,541,655,744,806,838,861,871,876,877,
2023-09-19,SP15,SOLAR,DAM,32,29,25,22,19,15,105,3240,7481,9033,9609,9783,9810,9821,9686,9259,8188,4883,957,50,16,15,15,15,
2023-09-19,SP15,WIND,DAM,1933,1803,1648,1489,1325,1132,925,707,479,284,166,134,144,178,243,346,489,647,806,972,1071,1075,1044,1003,
2023-09-19,ZP26,SOLAR,DAM,0,0,0,0,0,0,1,347,1197,1626,1772,1831,1833,1832,1798,1712,1496,982,205,0,0,0,0,0,
2023-09-18,NP15,SOLAR,DAM,0,0,0,0,0,0,3,430,1388,1696,1757,1762,1747,1736,1733,1700,1559,1123,271,2,1,0,0,0,
2023-09-18,NP15,WIND,DAM,1076,1029,993,966,940,920,899,871,830,736,607,501,444,446,510,638,790,933,1021,1041,1045,1031,1012,1008,
2023-09-18,SP15,SOLAR,DAM,18,15,13,11,9,9,113,3316,7533,9037,9605,9798,9847,9854,9737,9355,8326,5106,1087,70,32,31,32,29,
2023-09-18,SP15,WIND,DAM,1282,1227,1154,1078,999,935,897,814,679,540,453,453,522,642,824,1073,1329,1502,1618,1785,1928,1979,1970,1913,
2023-09-18,ZP26,SOLAR,DAM,0,0,0,0,0,0,1,351,1195,1625,1774,1826,1821,1810,1766,1689,1476,967,209,0,0,0,0,0,
2023-09-17,NP15,SOLAR,DAM,0,0,0,0,0,0,3,402,1219,1547,1580,1466,1387,1391,1395,1440,1381,1029,257,1,0,0,0,0,
2023-09-17,NP15,WIND,DAM,1156,1140,1124,1113,1102,1084,1056,1026,996,944,874,830,831,859,905,963,1012,1063,1086,1084,1109,1139,1144,1118,
2023-09-17,SP15,SOLAR,DAM,13,11,9,8,7,6,116,3326,7331,8863,9470,9511,9610,9578,9498,9133,8020,5062,1083,64,25,25,26,22,
2023-09-17,SP15,WIND,DAM,764,653,556,487,427,360,295,228,162,120,118,149,183,208,243,303,421,647,967,1316,1561,1639,1601,1512,
2023-09-17,ZP26,SOLAR,DAM,0,0,0,0,0,0,1,314,1060,1476,1607,1632,1644,1620,1580,1519,1312,878,198,0,0,0,0,0,
2023-09-16,NP15,SOLAR,DAM,0,0,0,0,0,0,4,483,1432,1716,1774,1783,1773,1769,1768,1744,1596,1215,321,3,1,0,0,0,
2023-09-16,NP15,WIND,DAM,1153,1146,1160,1173,1169,1139,1097,1074,1067,1031,941,838,767,753,811,917,1023,1104,1158,1186,1203,1214,1222,1218,
2023-09-16,SP15,SOLAR,DAM,9,9,9,10,11,13,131,3348,7461,8883,9299,9378,9403,9361,8932,8449,7442,4625,980,42,7,10,14,12,
2023-09-16,SP15,WIND,DAM,379,322,281,236,184,147,129,115,110,151,246,338,385,375,324,270,256,286,446,722,955,1069,1016,906,
2023-09-16,ZP26,SOLAR,DAM,0,0,0,0,0,0,2,389,1240,1647,1803,1860,1857,1856,1830,1745,1538,1058,256,0,0,0,0,0,
2023-09-15,NP15,SOLAR,DAM,0,0,0,0,0,0,4,499,1445,1725,1784,1791,1780,1772,1767,1745,1592,1223,333,4,1,0,0,0,
2023-09-15,NP15,WIND,DAM,1079,1068,1043,1000,927,812,675,535,375,242,167,122,111,132,175,253,379,567,755,870,965,1044,1096,1126,
2023-09-15,SP15,SOLAR,DAM,12,10,9,9,8,6,130,3467,7567,9021,9535,9799,9855,9905,9692,9262,8201,5294,1104,48,6,6,7,7,
2023-09-15,SP15,WIND,DAM,744,581,473,387,301,234,179,129,94,93,143,207,248,258,238,205,177,175,239,360,466,486,448,417,
2023-09-15,ZP26,SOLAR,DAM,0,0,0,0,0,0,2,396,1250,1657,1821,1883,1868,1867,1859,1783,1548,1065,268,0,0,0,0,0,
2023-09-14,NP15,SOLAR,DAM,0,0,0,0,0,0,4,524,1469,1756,1815,1819,1807,1800,1793,1768,1628,1253,352,5,1,0,0,0,
2023-09-14,NP15,WIND,DAM,862,899,877,836,773,702,673,625,507,375,284,231,220,257,348,501,685,848,945,987,1014,1020,1023,1034,
2023-09-14,SP15,SOLAR,DAM,30,26,22,19,15,11,135,3516,7505,8937,9485,9740,9811,9868,9646,9226,8178,5309,1103,44,18,16,15,11,
2023-09-14,SP15,WIND,DAM,1740,1537,1368,1207,1038,874,722,554,375,237,161,130,127,143,185,266,371,527,770,1032,1208,1236,1124,971,
2023-09-14,ZP26,SOLAR,DAM,0,0,0,0,0,0,2,404,1273,1681,1831,1900,1887,1887,1881,1807,1576,1096,288,1,0,0,0,0,
2023-09-13,NP15,SOLAR,DAM,0,0,0,0,0,0,5,532,1490,1770,1836,1847,1834,1829,1818,1790,1660,1291,367,6,1,0,0,0,
2023-09-13,NP15,WIND,DAM,738,709,650,590,541,489,435,367,287,221,169,120,81,63,65,90,157,304,499,644,721,766,808,842,
2023-09-13,SP15,SOLAR,DAM,50,46,43,40,37,33,155,3553,7576,9027,9573,9813,9853,9853,9645,9283,8279,5445,1198,66,39,37,35,29,
2023-09-13,SP15,WIND,DAM,2130,2064,2008,1980,1947,1869,1736,1549,1320,1121,982,893,905,1043,1307,1683,2106,2402,2416,2347,2310,2236,2105,1890,
2023-09-13,ZP26,SOLAR,DAM,0,0,0,0,0,0,2,420,1293,1700,1853,1906,1899,1898,1895,1834,1618,1128,303,1,0,0,0,0,
2023-09-12,NP15,SOLAR,DAM,0,0,0,0,0,0,6,538,1501,1782,1850,1863,1854,1854,1841,1813,1703,1341,393,7,1,0,0,0,
2023-09-12,NP15,WIND,DAM,957,958,952,935,916,869,808,724,606,483,385,317,286,302,358,436,504,575,638,679,690,677,682,691,
2023-09-12,SP15,SOLAR,DAM,53,51,48,45,43,40,141,3077,6531,7920,8528,8881,8963,8967,8885,8607,7794,5236,1236,78,54,53,52,49,
2023-09-12,SP15,WIND,DAM,1401,1457,1483,1398,1304,1228,1170,1072,911,818,791,833,996,1255,1598,1940,2174,2282,2269,2220,2220,2230,2223,2214,
2023-09-12,ZP26,SOLAR,DAM,0,0,0,0,0,0,3,437,1316,1722,1874,1933,1930,1926,1919,1861,1653,1193,339,2,0,0,0,0,
2023-09-11,NP15,SOLAR,DAM,0,0,0,0,0,0,7,526,1440,1674,1711,1650,1652,1562,1622,1610,1532,1238,374,8,1,0,0,0,
2023-09-11,NP15,WIND,DAM,669,698,706,689,641,572,549,512,401,293,217,173,152,171,241,391,584,737,832,897,941,969,995,1001,
2023-09-11,SP15,SOLAR,DAM,33,34,35,34,33,30,136,3146,6345,7505,8015,7968,7821,7389,6983,6338,5265,3490,943,71,56,57,60,58,
2023-09-11,SP15,WIND,DAM,1188,1221,1220,1169,1073,946,785,589,419,282,203,235,377,591,864,1168,1454,1657,1704,1712,1734,1772,1827,1821,
2023-09-11,ZP26,SOLAR,DAM,0,0,0,0,0,0,3,466,1225,1527,1688,1690,1608,1370,1409,1366,1238,941,283,2,0,0,0,0,
2023-09-10,NP15,SOLAR,DAM,0,0,0,0,0,0,9,581,1435,1678,1769,1792,1796,1796,1796,1778,1642,1355,443,11,1,0,0,0,
2023-09-10,NP15,WIND,DAM,771,792,799,792,766,747,714,627,495,347,229,148,95,71,73,93,139,225,336,451,527,553,580,615,
2023-09-10,SP15,SOLAR,DAM,49,48,46,45,43,46,120,2111,4278,5134,5514,5861,6012,6125,6006,5607,4871,3692,1002,65,46,48,51,50,
2023-09-10,SP15,WIND,DAM,1876,1936,1882,1765,1699,1668,1442,1116,951,786,631,606,689,890,1094,1265,1475,1676,1777,1865,1972,2056,2140,2216,
2023-09-10,ZP26,SOLAR,DAM,0,0,0,0,0,0,3,363,999,1378,1558,1660,1705,1714,1737,1702,1501,1111,391,16,0,0,0,0,
2023-09-09,NP15,SOLAR,DAM,0,0,0,0,0,0,9,542,1347,1564,1629,1587,1613,1627,1625,1610,1456,1144,380,11,0,0,0,0,
2023-09-09,NP15,WIND,DAM,615,619,646,672,674,638,577,483,336,218,158,127,117,125,153,208,298,435,557,619,666,706,756,813,
2023-09-09,SP15,SOLAR,DAM,31,32,33,33,32,28,192,3772,7558,8850,9364,9577,9632,9636,9410,8970,8120,5621,1572,93,58,56,56,55,
2023-09-09,SP15,WIND,DAM,759,753,750,744,717,674,646,572,439,298,182,140,180,294,525,907,1318,1631,1786,1876,1955,1937,1893,1880,
2023-09-09,ZP26,SOLAR,DAM,0,0,0,0,0,0,4,416,1078,1412,1580,1645,1651,1646,1656,1602,1390,1000,341,14,0,0,0,0,
2023-09-08,NP15,SOLAR,DAM,0,0,0,0,0,0,12,645,1575,1796,1852,1761,1750,1772,1760,1738,1657,1426,513,20,0,0,0,0,
2023-09-08,NP15,WIND,DAM,597,558,525,507,491,466,435,354,247,165,113,86,74,83,106,152,224,324,407,453,502,538,574,616,
2023-09-08,SP15,SOLAR,DAM,25,23,23,22,20,18,196,3873,7627,8874,9374,9593,9654,9664,9466,9104,8281,5909,1745,80,44,42,39,37,
2023-09-08,SP15,WIND,DAM,390,365,350,339,324,295,250,194,150,144,184,255,365,500,625,738,837,910,957,1004,1041,1020,945,866,
2023-09-08,ZP26,SOLAR,DAM,0,0,0,0,0,0,5,516,1313,1676,1844,1791,1782,1799,1800,1759,1567,1192,425,18,0,0,0,0,
2023-09-07,NP15,SOLAR,DAM,0,0,0,0,0,0,14,536,1396,1771,1818,1815,1799,1796,1805,1802,1726,1284,450,7,0,0,0,0,
2023-09-07,NP15,WIND,DAM,913,874,813,761,726,722,724,685,601,485,357,266,228,229,265,325,396,477,539,583,624,647,674,696,
2023-09-07,SP15,SOLAR,DAM,0,0,0,0,0,0,462,3554,7518,9256,9808,10035,10062,10035,9903,9491,8462,5455,1522,12,0,0,0,0,
2023-09-07,SP15,WIND,DAM,534,489,433,380,315,244,190,148,108,84,102,165,269,414,597,771,894,932,877,776,705,661,619,579,
2023-09-07,ZP26,SOLAR,DAM,0,0,0,0,0,0,8,457,1261,1721,1877,1934,1937,1933,1922,1859,1681,1171,379,2,0,0,0,0,
2023-09-06,NP15,SOLAR,DAM,0,0,0,0,0,0,16,540,1398,1771,1817,1815,1803,1801,1804,1802,1734,1300,466,10,0,0,0,0,
2023-09-06,NP15,WIND,DAM,611,608,605,607,600,600,620,640,639,619,564,490,435,423,440,467,522,622,707,756,810,844,862,871,
2023-09-06,SP15,SOLAR,DAM,0,0,0,0,0,0,482,3561,7442,9157,9712,9940,9969,9939,9825,9453,8518,5609,1609,12,0,0,0,0,
