"opr_date","pnodes_xref","he01","he02","he03","he04","he05","he06","he07","he08","he09","he10","he11","he12","he13","he14","he15","he16","he17","he18","he19","he20","he21","he22","he23","he24","pnodes_xref","node_id","yes_objectid"
2024-01-21,1004944,47.89802,47.84714,46.95850,47.22681,46.83880,47.29011,45.64306,47.04522,44.00255,41.19523,40.09119,38.50000,37.67350,36.51361,38.06926,41.72637,55.76917,60.05050,59.80982,57.68271,57.26022,56.33443,51.29541,47.55341,1004944,TH_SP15_GEN-APND,
2024-01-22,1004944,49.32659,49.08331,49.05043,48.91815,49.81953,52.16622,68.51729,70.84095,71.48717,70.72794,65.64294,62.69593,61.26228,59.94733,59.53190,65.41000,72.28490,76.16868,73.38599,71.34151,64.48262,62.96485,50.59398,49.70183,1004944,TH_SP15_GEN-APND,
2024-01-23,1004944,43.58651,43.09377,43.13657,42.69304,43.16605,50.31197,62.22539,61.87160,48.99898,42.95344,36.43855,34.33521,27.29444,22.02386,24.86282,39.33014,61.07471,64.78124,64.34146,63.16937,62.90761,62.71095,54.27260,49.09887,1004944,TH_SP15_GEN-APND,
2024-01-24,1004944,48.89381,48.59799,48.42640,48.36032,50.15822,63.15302,69.73944,66.19440,49.06666,44.64611,42.17000,41.67311,39.48709,38.72844,40.86939,53.97120,65.89411,69.13646,67.18899,66.11388,65.20339,63.17386,57.14442,48.30497,1004944,TH_SP15_GEN-APND,
2024-01-25,1004944,47.81616,45.44481,44.39681,44.21434,44.76148,51.26182,56.42545,54.52598,48.32306,35.91013,29.14987,25.16042,20.59390,16.92441,18.79896,34.33260,54.78662,61.36089,61.31679,60.72658,60.75718,60.24787,54.62042,48.89070,1004944,TH_SP15_GEN-APND,
2024-01-26,1004944,51.47554,51.47011,51.27683,51.44195,52.25355,57.67903,69.18022,63.03150,40.84913,25.94138,22.72921,16.73489,16.07908,15.04863,18.82965,35.14875,63.49582,64.70146,65.00659,65.17857,63.31267,63.60636,59.33261,54.72681,1004944,TH_SP15_GEN-APND,
2024-01-27,1004944,46.75070,46.70902,46.62547,42.48455,43.07564,46.62134,48.97853,46.51904,33.57164,16.67509,8.62147,5.70152,3.99790,2.19051,6.05922,19.38390,55.60547,57.38514,57.42187,57.07690,56.25540,56.25747,54.06748,47.30283,1004944,TH_SP15_GEN-APND,
2024-01-28,1004944,43.43995,42.85202,42.47043,42.30087,40.97160,42.90817,43.41973,43.25904,29.95573,16.61436,10.08867,6.03068,3.15101,5.29153,11.14777,33.89870,51.40395,54.46521,54.77045,53.88120,53.45103,52.86175,51.08738,48.14770,1004944,TH_SP15_GEN-APND,
2024-01-29,1004944,44.02297,43.24853,41.85254,42.11402,44.13269,48.16769,59.07888,48.01523,40.82651,23.66776,18.07953,15.60796,13.70827,10.38749,14.99937,33.00000,58.30901,61.32751,61.69956,61.47612,60.74019,60.01860,58.58912,49.65199,1004944,TH_SP15_GEN-APND,
2024-01-30,1004944,39.10525,38.08435,37.15539,37.24525,38.37094,42.96670,55.03290,50.22687,33.00870,10.61871,6.84662,4.04212,4.23359,4.14804,7.23946,32.87760,50.40585,55.78974,54.42317,52.83906,52.22459,52.15266,46.49746,46.22255,1004944,TH_SP15_GEN-APND,
2024-01-31,1004944,43.35585,42.68045,41.46439,40.52127,41.66814,43.73685,48.73423,46.42683,35.54278,29.28459,26.09673,25.79079,25.00000,25.57966,27.30634,36.28833,44.93905,48.99651,49.18929,47.89104,46.13458,45.46719,40.85990,40.44318,1004944,TH_SP15_GEN-APND,
2024-02-01,1004944,38.73534,36.76320,36.67200,36.79520,37.09235,40.92383,47.95819,50.00000,48.20442,49.66684,46.65903,39.53457,38.78429,37.31950,37.35712,42.56440,50.18706,53.40822,54.30357,52.58379,51.96228,51.07936,45.61314,41.22568,1004944,TH_SP15_GEN-APND,
2024-02-02,1004944,40.34295,37.77439,36.46419,36.37004,37.56966,45.11717,51.83000,48.66307,36.64927,25.00000,15.92535,13.83056,12.60157,10.02759,11.92651,25.54202,44.38715,49.39374,49.46343,49.06313,48.45882,47.05524,44.83022,42.54121,1004944,TH_SP15_GEN-APND,
2024-02-03,1004944,33.40436,33.21787,33.31926,33.27127,33.20659,36.08489,47.80352,37.91346,6.61241,1.00512,0.73014,0.00986,-0.58803,-0.13224,0.65455,19.12984,45.76275,47.55890,47.01954,47.16078,46.90412,46.67555,42.28436,40.78788,1004944,TH_SP15_GEN-APND,
2024-02-04,1004944,42.86863,42.26463,41.49580,41.21577,40.56855,42.00867,43.27819,38.32870,34.96367,29.39779,28.66612,27.60043,26.12682,24.30752,28.06996,35.08149,51.07532,51.28680,51.63381,51.57636,51.50915,50.64387,46.46052,43.95010,1004944,TH_SP15_GEN-APND,
2024-02-05,1004944,46.93879,46.54664,44.59158,44.96133,46.20790,48.48360,54.10728,56.00199,52.05365,51.60196,44.19930,43.31843,42.95170,43.41645,44.22321,54.16455,61.82047,63.35677,62.01720,59.29891,58.69590,57.93802,49.73290,48.77154,1004944,TH_SP15_GEN-APND,
2024-02-06,1004944,48.19432,43.64195,43.41228,43.31052,43.78946,52.03685,55.08077,55.45177,52.09639,48.33000,45.74938,41.66090,41.51754,41.47904,41.61709,45.50807,51.99321,52.13000,51.85902,51.01974,50.90663,50.59615,48.69499,47.04142,1004944,TH_SP15_GEN-APND,
2024-02-07,1004944,43.26877,39.75333,39.42885,38.49477,41.01525,44.45906,53.67912,48.57633,37.91634,22.18656,18.24594,8.08991,9.26647,12.75338,18.24837,31.57751,46.97085,53.36279,52.37214,51.67448,48.73122,47.01721,46.70466,43.16587,1004944,TH_SP15_GEN-APND,
