"asset_xref","schedulingcoordinator_seq","resourcebid_seq","resource_type"
1002224,159517,250867,INTERTIE
1002225,339577,173114,INTERTIE
1002226,985834,200539,INTERTIE
1002227,339577,191292,INTERTIE
1002228,339577,293300,INTERTIE
1002229,319525,633120,INTERTIE
1002230,900650,151876,INTERTIE
1002231,900650,980368,INTERTIE
1002232,900650,156941,INTERTIE
1002233,245368,170209,INTERTIE
1002234,139213,177464,GENERATOR
1002235,167872,537310,INTERTIE
1002236,900650,148712,INTERTIE
1002237,366914,372178,GENERATOR
1002238,211849,145433,INTERTIE
1002239,800968,318585,INTERTIE
1002240,211849,163228,INTERTIE
1002241,211849,108268,INTERTIE
1002242,115307,132065,INTERTIE
1002243,900650,415955,INTERTIE
1002244,242731,699923,GENERATOR
1002245,211849,476652,INTERTIE
1002246,120902,735117,INTERTIE
1002247,303780,313079,INTERTIE
1002248,339577,731753,INTERTIE
1002249,120902,877294,INTERTIE
1002250,173992,882600,GENERATOR
1002251,167125,892972,INTERTIE
1002252,900650,996702,INTERTIE
1002253,164602,159314,INTERTIE
1002254,800968,136666,INTERTIE
1002255,183056,123517,INTERTIE
1002256,141772,509822,INTERTIE
1002257,189093,567801,INTERTIE
1002258,152321,550670,INTERTIE
1002259,800968,151375,INTERTIE
1002260,795476,326388,INTERTIE
1002261,125201,111818,INTERTIE
1002262,656003,202952,INTERTIE
1002263,125201,583762,INTERTIE
1002264,189093,193810,INTERTIE
1002265,900650,294276,INTERTIE
1002266,125201,118551,INTERTIE
1002267,800968,964803,INTERTIE
1002268,735081,158548,INTERTIE
1002269,189093,123110,INTERTIE
1002270,280257,199782,INTERTIE
1002271,725439,908496,INTERTIE
1002272,106470,171837,INTERTIE
1002273,318998,204409,INTERTIE
1002274,318998,124785,INTERTIE
1002275,318998,170383,INTERTIE
1002276,725439,768896,LOAD
1002277,190145,464314,INTERTIE
1002278,318998,385791,INTERTIE
1002279,534383,572277,INTERTIE
1002280,106470,560845,INTERTIE
1002281,152321,420664,INTERTIE
1002282,800968,719442,INTERTIE
1002283,800968,725372,INTERTIE
1002284,109347,848618,INTERTIE
1002285,800968,178399,INTERTIE
1002286,109347,280006,INTERTIE
1002287,205639,104627,INTERTIE
1002288,141772,473483,INTERTIE
1002289,318998,105280,INTERTIE
1002290,183056,190180,INTERTIE
1002291,189093,110776,INTERTIE
1002292,529242,507226,GENERATOR
1002293,900650,900512,INTERTIE
1002294,529242,179836,GENERATOR
1002295,529242,357244,GENERATOR
1002296,339577,753034,INTERTIE
1002297,183056,647680,INTERTIE
1002298,141772,627260,INTERTIE
1002299,152321,277830,INTERTIE
1002300,917730,206606,INTERTIE
1002301,152321,166030,INTERTIE
1002302,190145,624943,INTERTIE
1002303,189093,993180,INTERTIE
1002304,770825,884840,INTERTIE
1002305,795476,855998,INTERTIE
1002306,318998,802152,INTERTIE
1002307,120902,712423,INTERTIE
1002308,800968,154135,INTERTIE
1002309,795476,798415,INTERTIE
1002310,314577,102287,INTERTIE
1002311,303780,944049,INTERTIE
1002312,795476,271934,INTERTIE
1002313,152321,856776,INTERTIE
1002314,800968,775468,INTERTIE
1002315,900650,175476,INTERTIE
1002316,139213,847263,INTERTIE
1002317,200092,148804,INTERTIE
1002318,139213,116774,INTERTIE
1002319,900650,138888,INTERTIE
1002320,167125,968301,INTERTIE
1002321,505359,133561,INTERTIE
1002322,211849,200187,INTERTIE
1002323,827577,778594,INTERTIE
1002324,280774,114133,INTERTIE
1002325,167125,109399,INTERTIE
1002326,245368,402455,INTERTIE
1002327,183056,683272,INTERTIE
1002328,245368,204198,INTERTIE
1002329,393170,226564,INTERTIE
1002330,106455,179403,INTERTIE
1002331,141772,910127,INTERTIE
1002332,183056,368224,INTERTIE
1002333,516080,994393,INTERTIE
1002334,211345,176598,GENERATOR
1002335,200092,976765,INTERTIE
1002336,245368,409102,INTERTIE
1002337,318998,136911,INTERTIE
1002338,200092,553873,INTERTIE
1002339,200092,867560,INTERTIE
1002340,245368,895985,INTERTIE
1002341,766671,399136,INTERTIE
1002342,621200,590139,GENERATOR
1002343,189093,214080,INTERTIE
1002344,985834,339560,INTERTIE
1002345,339577,328439,INTERTIE
1002346,307817,823273,INTERTIE
1002347,318998,699790,INTERTIE
1002348,307817,156552,INTERTIE
1002349,656003,515698,INTERTIE
1002350,505596,744391,INTERTIE
1002351,339577,487659,INTERTIE
1002352,245368,934036,INTERTIE
1002353,339577,773376,INTERTIE
1002354,167125,538860,INTERTIE
1002355,318998,578614,INTERTIE
1002356,245368,191939,INTERTIE
1002357,900650,389953,INTERTIE
1002358,183056,171293,INTERTIE
1002359,339577,881839,INTERTIE
1002360,827577,119983,INTERTIE
1002361,505359,210596,INTERTIE
1002362,288539,126447,INTERTIE
1002363,907664,943154,GENERATOR
1002364,126187,195716,INTERTIE
1002365,670463,343836,INTERTIE
1002366,907664,108955,GENERATOR
1002367,505359,760529,INTERTIE
1002368,907664,483465,GENERATOR
1002369,907664,101394,GENERATOR
1002370,505359,212473,INTERTIE
1002371,505359,138424,INTERTIE
1002372,137111,114148,INTERTIE
1002373,505359,427450,INTERTIE
1002374,138185,165722,GENERATOR
1002375,138185,428806,GENERATOR
1002376,907664,620172,GENERATOR
1002377,907664,935420,GENERATOR
1002378,907664,202198,GENERATOR
1002379,167125,150043,INTERTIE
1002380,907664,141942,GENERATOR
1002381,200092,959874,INTERTIE
1002382,907664,616612,GENERATOR
1002383,122958,393974,GENERATOR
1002384,907664,168350,GENERATOR
1002385,505359,755869,INTERTIE
1002386,907664,939198,GENERATOR
1002387,907664,906849,GENERATOR
1002388,505359,103893,INTERTIE
1002389,907664,444784,GENERATOR
1002390,907664,110662,GENERATOR
1002391,137111,162596,INTERTIE
1002392,907664,346351,GENERATOR
1002393,907664,170167,GENERATOR
1002394,907664,176378,GENERATOR
1002395,505359,489254,INTERTIE
1002396,138185,826692,GENERATOR
1002397,139213,847321,INTERTIE
1002398,907664,480611,GENERATOR
1002399,505359,212236,INTERTIE
1002400,318998,782207,INTERTIE
1002401,138185,360166,GENERATOR
1002402,907664,496858,GENERATOR
1002403,505359,544039,INTERTIE
1002404,907664,767346,GENERATOR
1002405,505359,720399,INTERTIE
1002406,907664,304731,GENERATOR
1002407,505359,110069,INTERTIE
1002408,138185,855621,GENERATOR
1002409,505359,194712,INTERTIE
1002410,907664,730025,GENERATOR
1002411,318998,165871,INTERTIE
1002412,907664,116426,GENERATOR
1002413,907664,137737,GENERATOR
1002414,187496,210669,INTERTIE
1002415,907664,113380,GENERATOR
1002416,621200,265466,INTERTIE
1002417,138185,189317,GENERATOR
1002418,907664,735638,GENERATOR
1002419,907664,269204,GENERATOR
1002420,505359,471224,INTERTIE
1002421,907664,147558,GENERATOR
1002422,907664,520978,GENERATOR
1002423,505359,627054,INTERTIE
1002424,670463,121243,INTERTIE
1002425,138185,385671,GENERATOR
1002426,137111,542260,INTERTIE
1002427,505359,928990,INTERTIE
1002428,505359,182402,INTERTIE
1002429,434510,595419,INTERTIE
1002430,139213,447822,INTERTIE
1002431,907664,588391,GENERATOR
1002432,907664,202152,GENERATOR
1002433,575998,739279,INTERTIE
1002434,318998,607166,INTERTIE
1002435,907664,612523,GENERATOR
1002436,138185,404953,GENERATOR
1002437,138185,985370,GENERATOR
1002438,907664,133193,GENERATOR
1002439,505359,156068,INTERTIE
1002440,907664,927581,GENERATOR
1002441,505359,497760,INTERTIE
1002442,907664,470143,GENERATOR
1002443,907664,717280,GENERATOR
1002444,138185,170896,GENERATOR
1002445,275276,168399,INTERTIE
1002446,907664,728762,GENERATOR
1002447,505359,178386,INTERTIE
1002448,138185,178158,GENERATOR
1002449,907664,633596,GENERATOR
1002450,505359,276280,INTERTIE
1002451,575998,401227,INTERTIE
1002452,856334,586477,INTERTIE
1002453,907664,366855,GENERATOR
1002454,138185,102034,GENERATOR
1002455,907664,198656,GENERATOR
1002456,505359,539104,INTERTIE
1002457,505359,723982,INTERTIE
1002458,141772,942176,INTERTIE
1002459,138185,463865,GENERATOR
1002460,505359,983393,INTERTIE
1002461,907664,413390,GENERATOR
1002462,138185,125627,GENERATOR
1002463,138185,569473,GENERATOR
1002464,138185,711292,GENERATOR
1002465,907664,135880,GENERATOR
1002466,907664,129783,GENERATOR
1002467,907664,135364,GENERATOR
1002468,907664,159776,GENERATOR
1002469,907664,834007,GENERATOR
1002470,505359,158331,INTERTIE
1002471,907664,687700,GENERATOR
1002472,189093,154851,INTERTIE
1002473,907664,200234,GENERATOR
1002474,907664,715400,GENERATOR
1002475,505359,184052,INTERTIE
1002476,907664,427668,GENERATOR
1002477,907664,478991,GENERATOR
1002478,505359,393528,INTERTIE
1002479,907664,149423,GENERATOR
1002480,907664,659407,GENERATOR
1002481,907664,141813,GENERATOR
1002482,907664,608646,GENERATOR
1002483,907664,263357,GENERATOR
1002484,907664,151937,GENERATOR
1002485,505359,810592,INTERTIE
1002486,200092,172131,INTERTIE
1002487,275276,242612,INTERTIE
1002488,907664,177696,GENERATOR
1002489,138185,124159,GENERATOR
1002490,242731,328642,GENERATOR
1002491,505359,416345,INTERTIE
1002492,242731,781858,GENERATOR
1002493,907664,905852,GENERATOR
1002494,505359,115244,INTERTIE
1002495,856334,278033,INTERTIE
1002496,907664,396293,GENERATOR
1002497,505359,196906,INTERTIE
1002498,907664,981361,GENERATOR
1002499,907664,245952,GENERATOR
1002500,907664,244137,GENERATOR
1002501,907664,314471,GENERATOR
1002502,190145,331013,INTERTIE
1002503,907664,702700,GENERATOR
1002504,907664,361288,GENERATOR
1002505,138185,716529,GENERATOR
1002506,137111,922693,INTERTIE
1002507,505359,444205,INTERTIE
1002508,505359,116750,INTERTIE
1002509,907664,494041,GENERATOR
1002510,318998,211326,INTERTIE
1002511,314577,387584,INTERTIE
1002512,827577,383645,INTERTIE
1002513,318998,672356,INTERTIE
1002514,167872,803214,INTERTIE
1002515,856334,643985,INTERTIE
1002516,163899,130976,INTERTIE
1002517,288539,730650,INTERTIE
1002518,120902,178378,INTERTIE
1002519,139213,467083,GENERATOR
1002520,795476,145651,INTERTIE
1002521,189093,370707,INTERTIE
1002522,141772,254645,INTERTIE
1002523,141772,863187,INTERTIE
1002524,152321,132441,INTERTIE
1002525,190145,567078,INTERTIE
1002526,152321,646814,INTERTIE
1002527,167125,694315,GENERATOR
1002528,193932,740898,INTERTIE
1002529,193932,288388,INTERTIE
1002530,795476,200451,INTERTIE
1002531,115307,167303,INTERTIE
1002532,193932,911904,INTERTIE
1002533,193932,130659,INTERTIE
1002534,193932,689750,INTERTIE
1002535,538411,982677,INTERTIE
1002536,137111,127748,INTERTIE
1002537,190145,955418,INTERTIE
1002538,770825,149263,INTERTIE
1002539,139213,305439,GENERATOR
1002540,141772,278126,INTERTIE
1002541,242731,187658,GENERATOR
1002542,318998,377914,INTERTIE
1002543,167872,193025,INTERTIE
1002544,339577,278797,INTERTIE
1002545,985834,818510,INTERTIE
1002546,139213,820347,GENERATOR
1002547,139213,632317,GENERATOR
1002548,640802,694315,GENERATOR
1002549,985834,606834,INTERTIE
1002550,167125,126847,INTERTIE
1002551,735081,599786,GENERATOR
1002552,159517,363350,INTERTIE
1002553,168289,495689,GENERATOR
1002554,159517,887900,INTERTIE
1002555,827577,532349,INTERTIE
1002556,307817,230312,INTERTIE
1002557,211849,100861,INTERTIE
1002558,856334,174772,INTERTIE
1002559,187496,570863,INTERTIE
1002560,190145,223368,INTERTIE
1002561,190145,431247,INTERTIE
1002562,190145,525591,INTERTIE
1002563,505359,813929,INTERTIE
1002564,163143,546384,INTERTIE
1002565,190145,718206,INTERTIE
1002566,171989,201851,INTERTIE
1002567,164205,818615,INTERTIE
1002568,538411,548007,INTERTIE
1002569,139213,199052,INTERTIE
1002570,318998,748374,INTERTIE
1002571,139213,204902,GENERATOR
1002572,200092,696888,INTERTIE
1002573,538411,902180,INTERTIE
1002574,152321,975974,INTERTIE
1002575,907664,650016,GENERATOR
1002576,907664,835860,GENERATOR
1002577,907664,898749,GENERATOR
1002578,167125,196028,INTERTIE
1002579,139213,898296,GENERATOR
1002580,907664,723007,GENERATOR
1002581,138185,580224,GENERATOR
1002582,138185,165040,GENERATOR
1002583,138185,197687,GENERATOR
1002584,907664,705592,GENERATOR
1002585,907664,274241,GENERATOR
1002586,907664,929015,GENERATOR
1002587,138185,472323,GENERATOR
1002588,139213,287015,INTERTIE
1002589,138185,828316,GENERATOR
1002590,723920,191439,INTERTIE
1002591,138185,673714,GENERATOR
1002592,138185,562754,GENERATOR
1002593,138185,669670,GENERATOR
1002594,907664,265550,GENERATOR
1002595,138185,192964,GENERATOR
1002596,138185,127684,GENERATOR
1002597,138185,104273,GENERATOR
1002598,138185,684766,GENERATOR
1002599,138185,115921,GENERATOR
1002600,138185,107212,GENERATOR
1002601,907664,949461,GENERATOR
1002602,907664,352340,GENERATOR
1002603,907664,204833,GENERATOR
1002604,288539,171066,INTERTIE
1002605,843852,203382,GENERATOR
1002606,907664,121468,GENERATOR
1002607,139213,427462,INTERTIE
1002608,907664,459572,GENERATOR
1002609,138185,188474,GENERATOR
1002610,907664,825148,GENERATOR
1002611,907664,620145,GENERATOR
1002612,138185,524841,GENERATOR
1002613,907664,863779,GENERATOR
1002614,907664,555155,GENERATOR
1002615,194123,466677,GENERATOR
1002616,907664,255376,GENERATOR
1002617,907664,571509,GENERATOR
1002618,907664,591262,GENERATOR
1002619,907664,307175,GENERATOR
1002620,138185,159487,GENERATOR
1002621,907664,279730,GENERATOR
1002622,907664,751473,GENERATOR
1002623,138185,359867,GENERATOR
1002624,907664,440066,GENERATOR
1002625,258019,469814,GENERATOR
1002626,907664,291096,GENERATOR
1002627,907664,135369,GENERATOR
1002628,907664,206568,GENERATOR
1002629,907664,709937,GENERATOR
1002630,907664,123211,GENERATOR
1002631,529242,922234,GENERATOR
1002632,907664,676532,GENERATOR
1002633,907664,181051,GENERATOR
1002634,907664,122929,GENERATOR
1002635,907664,360968,GENERATOR
1002636,907664,587205,GENERATOR
1002637,907664,211880,GENERATOR
1002638,907664,841457,GENERATOR
1002639,907664,772258,GENERATOR
1002640,907664,560397,GENERATOR
1002641,907664,338295,GENERATOR
1002642,907664,353598,GENERATOR
1002643,907664,115383,GENERATOR
1002644,200092,324957,INTERTIE
1002645,827577,550763,INTERTIE
1002646,318998,975338,INTERTIE
1002647,164205,217605,INTERTIE
1002648,211630,621219,INTERTIE
1002649,795476,320870,INTERTIE
1002650,200092,394760,INTERTIE
1002651,211630,898436,INTERTIE
1002652,318998,125000,INTERTIE
1002653,339577,381752,INTERTIE
1002654,200092,701308,INTERTIE
1002655,339577,260128,INTERTIE
1002656,211849,203613,INTERTIE
1002657,339577,951439,INTERTIE
1002658,339577,114042,INTERTIE
1002659,534383,533871,INTERTIE
1002660,339577,883148,INTERTIE
1002661,339577,639129,INTERTIE
1002662,900650,163497,INTERTIE
1002663,139213,761141,GENERATOR
1002664,115307,210502,INTERTIE
1002665,190145,369584,INTERTIE
1002666,245368,238095,INTERTIE
1002667,245368,126010,INTERTIE
1002668,245368,912816,INTERTIE
1002669,245368,985256,INTERTIE
1002670,139213,490840,GENERATOR
1002671,115307,908087,INTERTIE
1002672,167872,316489,INTERTIE
1002673,115307,751295,INTERTIE
1002674,189093,937346,INTERTIE
1002675,944967,168957,INTERTIE
1002676,944967,270946,INTERTIE
1002677,194660,868249,INTERTIE
1002678,211849,933839,INTERTIE
1002679,188169,110997,INTERTIE
1002680,318998,548727,INTERTIE
1002681,505359,237107,INTERTIE
1002682,505359,107615,INTERTIE
1002683,476125,442376,INTERTIE
1002684,120902,120038,INTERTIE
1002685,822669,334630,INTERTIE
1002686,187496,147966,INTERTIE
1002687,189093,151024,INTERTIE
1002688,303780,384627,INTERTIE
1002689,200092,413445,INTERTIE
1002690,200092,169312,INTERTIE
1002691,164602,803073,INTERTIE
1002692,189093,120192,INTERTIE
1002693,588671,729553,INTERTIE
1002694,106470,199016,INTERTIE
1002695,167872,669143,INTERTIE
1002696,476125,468425,INTERTIE
1002697,106470,533555,INTERTIE
1002698,125201,880862,INTERTIE
1002699,163143,198901,INTERTIE
1002700,900650,532483,INTERTIE
1002701,183056,461313,INTERTIE
1002702,138185,311798,GENERATOR
1002703,907664,222254,GENERATOR
1002704,907664,541798,GENERATOR
1002705,907664,275358,GENERATOR
1002706,907664,273948,GENERATOR
1002707,138185,209809,GENERATOR
1002708,665097,132881,GENERATOR
1002709,907664,823627,GENERATOR
1002710,907664,909662,GENERATOR
1002711,907664,777423,GENERATOR
1002712,900650,951201,INTERTIE
1002713,138185,144594,GENERATOR
1002714,907664,325581,GENERATOR
1002715,665097,871928,GENERATOR
1002716,138185,122443,GENERATOR
1002717,907664,272103,GENERATOR
1002718,907664,150464,GENERATOR
1002719,907664,187400,GENERATOR
1002720,138185,146040,GENERATOR
1002721,907664,120130,GENERATOR
1002722,907664,213213,GENERATOR
1002723,907664,177052,GENERATOR
1002724,138185,723630,GENERATOR
1002725,139213,562788,INTERTIE
1002726,907664,433148,GENERATOR
1002727,138185,176670,GENERATOR
1002728,138185,282587,GENERATOR
1002729,907664,117882,GENERATOR
1002730,138185,154625,GENERATOR
1002731,907664,649761,GENERATOR
1002732,138185,463104,GENERATOR
1002733,665097,862192,GENERATOR
1002734,907664,211994,GENERATOR
1002735,138185,643430,GENERATOR
1002736,907664,189754,GENERATOR
1002737,907664,101559,GENERATOR
1002738,138185,892224,GENERATOR
1002739,138185,808922,GENERATOR
1002740,138185,898739,GENERATOR
1002741,138185,746050,GENERATOR
1002742,907664,899478,GENERATOR
1002743,907664,305569,GENERATOR
1002744,907664,155548,GENERATOR
1002745,143794,469274,GENERATOR
1002746,146104,137477,GENERATOR
1002747,194123,436148,GENERATOR
1002748,189093,173719,INTERTIE
1002749,189093,128411,INTERTIE
1002750,139213,492810,GENERATOR
1002751,318998,247439,INTERTIE
1002752,171989,275109,INTERTIE
1002753,171989,350398,INTERTIE
1002754,211849,138597,INTERTIE
1002755,171989,186731,INTERTIE
1002756,189093,808363,INTERTIE
1002757,141772,209289,INTERTIE
1002758,856334,126777,INTERTIE
1002759,303780,231344,INTERTIE
1002760,303780,166882,INTERTIE
1002761,120902,143093,INTERTIE
1002762,139213,784129,GENERATOR
1002763,900650,106686,INTERTIE
1002764,141772,924856,INTERTIE
1002765,339577,829167,INTERTIE
1002766,339577,607397,INTERTIE
1002767,211849,678382,INTERTIE
1002768,303780,636428,INTERTIE
1002769,167872,912600,INTERTIE
1002770,194660,661208,INTERTIE
1002771,141772,463053,INTERTIE
1002772,141772,212266,INTERTIE
1002773,418593,136572,INTERTIE
1002774,795476,647360,INTERTIE
1002775,885419,155822,INTERTIE
1002776,183056,998590,INTERTIE
1002777,245368,624302,INTERTIE
1002778,885419,883330,INTERTIE
1002779,139213,988943,GENERATOR
1002780,953747,937035,INTERTIE
1002781,200092,462475,INTERTIE
1002782,163143,198602,INTERTIE
1002783,827577,278131,INTERTIE
1002784,146177,178320,GENERATOR
