"resource_xref","resource_mask","dyn_label","gen_type","max_bid"
1003767,111779,,,
1003768,992138,,,
1003769,549546,,,
1003770,305015,,,
1003771,155014,,,
1003772,137022,,,
1003773,180250,,,
1003774,189032,,,
1003775,145700,,,
1003776,189155,,,
1003777,943748,,,
1003778,112733,,,
1003779,358156,,,
1003780,771504,,,
1003781,227254,,,
1003782,168669,,,
1003783,383798,,,
1003784,168420,,,
1003785,200203,,,
1003786,902002,,,
1003788,974873,,,
1003789,209942,,,
1003790,627020,,,
1003791,119539,,,
1003792,902506,,,
1003793,991907,,,
1003794,290799,,,
1003795,658518,,,
1003796,868989,,,
1003797,848481,,,
1003798,894531,,,
1003799,325523,,,
1003800,966255,,,
1003801,206119,,,
1003802,309055,,,
1003803,996923,,,
1003804,354149,,,
1003805,830490,,,
1003806,183774,,,
1003807,389116,,,
1003808,768708,,,
1003809,573245,,,
1003810,996429,,,
1003811,821653,,,
1003812,821757,,,
1003813,717275,,,
1003814,925454,,,
1003815,431163,,,
1003816,144801,,,
1003817,764653,,,
1003818,339894,,,
1003819,146116,,,
1003820,190847,,,
1003821,803421,,,
1003822,648037,,,
1003823,124109,,,
1003824,115941,,,
1003825,583032,,,
1003826,646451,,,
1003827,455056,,,
1003828,179859,,,
1003829,183447,,,
1003830,178977,,,
1003831,613849,,,
1003832,491324,,,
1003833,724162,,,
1003834,699132,,,
1003835,959753,,,
1003836,517502,,,
1003837,108057,,,
1003838,394156,,,
1003839,326746,,,
1003840,144033,,,
1003841,290597,,,
1003842,100733,,,
1003843,276675,,,
1003844,169640,,,
1003845,214016,,,
1003846,791216,,,
1003847,180625,,,
1003848,430856,,,
1003849,381592,,,
1003850,117278,,,
1003851,898289,,,
1003852,470087,,,
1003853,895387,,,
1003854,218003,,,
1003855,835530,,,
1003856,559586,,,
1001017,192354,BALCHS_7_UNIT 2,,52.5
1001346,713184,SIERRA_1_UNITS,,52.43
1000384,774713,DOUBLC_1_UNITS,,52.23
1000513,297766,CMBLND_2_DS2SR3,SOLAR,52
1001316,418546,CMBLND_2_DS2BT1,,52
1000389,418650,YUBACT_1_SUNSWT,,49.97
1003857,116792,,,
1003858,174136,,,
1003859,198539,,,
1003860,196923,,,
1003861,205575,,,
1003862,868488,,,
1003863,685312,,,
1003864,633380,,,
1003865,122603,,,
1003866,161691,,,
1003867,575179,,,
1003868,173912,,,
1003869,310053,,,
1003870,159076,,,
1003871,826801,,,
1003872,135122,,,
1003873,158101,,,
1003874,976342,,,
1003875,106168,,,
1003876,357553,,,
1003877,732899,,,
1003878,503150,,,
1003879,326552,,,
1003880,803906,,,
1003881,809723,,,
1003882,752029,,,
1003883,912587,,,
1003884,701885,,,
1003885,170900,,,
1003886,596655,,,
1003887,112432,,,
1003888,419229,,,
1003889,165635,,,
1003890,129429,,,
1003891,132876,,,
1003892,220760,,,
1003893,166867,,,
1003894,901457,,,
1003895,121069,,,
1003896,894251,,,
1003897,892796,,,
1003898,105512,,,
1003899,403084,,,
1003900,967674,,,
1003901,363571,,,
1003902,189504,,,
1003903,506189,,,
1003904,158813,,,
1003905,178028,,,
1003906,229593,,,
1003907,740258,,,
1003908,137591,,,
1003909,103739,,,
1003910,154899,,,
1003911,144731,,,
1003912,274326,,,
1003913,518585,,,
1003914,111027,,,
1003915,466216,,,
1003916,917965,,,
1003917,670234,,,
1003918,203518,,,
1003919,905909,,,
1003920,337884,,,
1003921,140361,,,
1003922,518365,,,
1003923,979692,,,
1003924,883749,,,
1003925,112295,,,
1003926,155350,,,
1003927,686181,,,
1003928,785621,,,
1003929,226493,,,
1003930,445104,,,
1003931,191941,,,
1003932,381748,,,
1003933,421323,,,
1003934,450271,,,
1003935,105343,,,
1003936,332680,,,
1003937,123111,,,
1003938,153933,,,
1003939,836476,,,
1003940,192637,,,
1003941,902102,,,
1003942,760376,,,
1003943,142954,,,
1003944,150660,,,
1003945,315366,,,
1003946,525869,,,
1003947,581327,,,
1003948,969691,,,
1003949,584564,,,
1003950,427139,,,
1003951,938318,,,
1003952,497235,,,
1003953,572978,,,
1003954,638196,,,
1003955,749549,,,
1003956,413340,,,
1003957,655983,,,
1003958,871446,,,
1003959,194113,,,
1003960,387975,,,
1003961,832188,,,
1003962,122464,,,
1003963,183595,,,
1003964,319138,,,
1003965,136616,,,
1003966,184539,,,
1003967,204725,,,
1003968,592714,,,
1003969,351754,,,
1003970,911920,,,
1003971,155869,,,
1003972,756778,,,
1003973,658605,,,
1003974,909635,,,
1003975,299326,,,
1003976,166303,,,
1003977,814745,,,
1003978,150913,,,
1003979,358958,,,
1003980,287236,,,
1003981,130800,,,
1003982,608810,,,
1003983,182853,,,
1003984,809924,,,
1003985,135857,,,
1003986,105390,,,
1003987,450231,,,
1003988,292649,,,
1003989,106002,,,
1003990,103784,,,
1003991,161416,,,
1003992,346197,,,
1003993,691159,,,
1003994,803927,,,
1003995,111605,,,
1003996,452887,,,
1003997,409164,,,
1003998,823771,,,
1003999,348509,,,
1004000,311132,,,
1004001,173462,,,
1004002,610734,,,
1004003,804379,,,
1004004,251563,,,
1004005,658711,,,
1004006,129954,,,
1004007,203068,,,
1004008,421451,,,
1004009,213059,,,
1004010,242399,,,
1004011,670126,,,
1004012,194808,,,
1004013,135826,,,
1004014,124946,,,
1004015,401065,,,
1004016,704605,,,
1004017,858204,,,
1004018,143452,,,
1004019,116822,,,
1004020,986567,,,
1004021,112288,,,
1004022,110318,,,
1004023,820231,,,
1004024,786951,,,
1004025,202619,,,
1004026,162382,,,
1004027,274788,,,
1004028,180915,,,
1004029,823713,,,
1004030,211828,,,
1004031,703413,,,
1004032,907530,,,
1004033,822722,,,
1004034,418526,,,
1004035,139304,,,
1004036,561958,,,
1004037,619696,,,
1004038,408587,,,
1004039,128417,,,
1004040,117350,,,
1004041,609057,,,
1004042,128556,,,
1004043,903212,,,
1004044,124282,,,
1004045,807814,,,
1004046,135468,,,
1004047,107855,,,
1004048,195422,,,
1004049,802482,,,
1004050,850079,,,
1004051,206348,,,
1004052,164077,,,
1004053,722633,,,
1004054,123809,,,
1004055,858261,,,
1004056,117228,,,
1004057,766809,,,
1004058,118261,,,
1004059,190123,,,
1004060,372849,,,
1004061,812589,,,
1004062,121679,,,
1004063,226356,,,
1004064,448651,,,
1004065,114602,,,
1004066,113238,,,
1004067,151286,,,
1004068,622146,,,
1004069,112359,,,
1004070,180010,,,
1004071,132267,,,
1004072,167097,,,
1004073,126597,,,
1004074,183420,,,
1004075,545989,,,
1004076,198856,,,
1004077,843153,,,
1004078,313231,,,
1004079,831695,,,
1004080,194191,,,
1004081,360561,,,
1004082,837062,,,
1004083,167411,,,
1004084,106829,,,
1004085,421541,,,
1004086,925689,,,
1004087,997392,,,
1004088,171838,,,
1004089,853908,,,
1004090,698028,,,
1004091,117084,,,
1004092,288404,,,
1004093,135830,,,
1004094,336443,,,
1004095,103621,,,
1004096,560556,,,
1004097,169116,,,
1004098,966464,,,
1004099,151100,,,
1004100,270138,,,
1004101,626662,,,
1004102,557507,,,
1004103,741977,,,
1004104,900546,,,
1004105,842574,,,
1004106,336838,,,
1004107,407049,,,
1004108,255626,,,
1004109,812812,,,
1004110,933806,,,
1004111,796066,,,
1004112,175807,,,
1004113,209052,,,
1004114,907921,,,
1004115,172209,,,
1004116,127917,,,
1004117,201598,,,
1004118,140783,,,
1004119,112395,,,
1004120,986306,,,
1004121,334425,,,
1004122,771682,,,
1004123,605457,,,
1004124,958624,,,
1004125,206856,,,
1004126,537912,,,
1004127,136232,,,
1004128,528313,,,
1004129,102705,,,
1004130,909615,,,
1004131,142363,,,
1004132,135103,,,
1004133,644727,,,
1004134,203575,,,
1004135,557105,,,
1004136,960463,,,
1004137,387116,,,
1004138,684500,,,
1004139,922149,,,
1004140,682759,,,
1004141,141485,,,
1004142,647863,,,
1004143,221305,,,
1004144,266092,,,
1004145,772952,,,
1004146,866908,,,
1004147,202710,,,
1004148,676709,,,
1004149,315933,,,
1004150,447568,,,
1004151,948861,,,
1004152,202313,,,
1004153,449763,,,
1004154,152915,,,
1004155,324763,,,
1004156,903689,,,
1004157,132072,,,
1004158,427423,,,
1004159,158420,,,
1004160,603286,,,
1004161,149192,,,
1004162,294746,,,
1004163,129276,,,
1004164,198148,,,
1004165,542387,,,
1004166,373652,,,
1004167,864608,,,
1004168,447477,,,
1004169,201843,,,
1004170,751532,,,
1004171,871967,,,
1004172,355526,,,
1004173,622019,,,
1004174,516894,,,
1004175,173470,,,
1004176,844686,,,
1004177,135885,,,
1004178,245938,,,
1004179,109295,,,
1004180,324009,,,
1004181,656857,,,
1004182,134647,,,
1004183,341090,,,
1004184,765861,,,
1004185,154250,,,
1004186,928844,,,
1004187,986570,,,
1004188,115298,,,
1004189,131493,,,
1004190,108775,,,
1004191,297520,,,
1004192,992815,,,
1004193,181552,,,
1004194,909034,,,
1004195,195491,,,
1004196,462781,,,
1004197,348111,,,
1004198,844350,,,
1004199,176842,,,
1004200,170696,,,
1004201,169824,,,
1004202,649682,,,
1004203,482564,,,
1004204,800269,,,
1004205,167848,,,
1004206,366635,,,
1004207,749021,,,
1004208,741856,,,
1004209,570982,,,
1004210,934715,,,
1004211,156504,,,
1004212,772855,,,
1004213,841938,,,
1004214,169311,,,
1004215,169232,,,
1004216,106952,,,
1004217,720934,,,
1004218,223635,,,
1004219,200819,,,
1004220,105621,,,
1004221,972862,,,
1004222,396247,,,
1004223,755092,,,
1004224,444180,,,
1004225,135799,,,
1004226,176779,,,
1004227,318803,,,
1004228,570475,,,
1004229,982517,,,
1004230,395203,,,
1004231,798688,,,
1004232,373864,,,
1004233,151086,,,
1004234,346736,,,
1004235,966871,,,
1004236,205631,,,
1004237,211777,,,
1004238,685048,,,
1004239,212678,,,
1004240,723842,,,
1004241,967376,,,
1004242,396965,,,
1004243,903185,,,
1004244,972526,,,
1004245,143271,,,
1004246,856246,,,
1004247,718051,,,
1004248,124329,,,
1004249,205594,,,
1004250,997488,,,
1004251,611759,,,
1004252,154609,,,
1004253,853665,,,
1004254,210038,,,
1004255,338056,,,
1004256,158526,,,
1004257,131020,,,
1004258,162592,,,
1004259,363323,,,
1004260,524063,,,
1004261,520144,,,
1004262,940805,,,
1004263,158710,,,
1004264,169598,,,
1004265,148562,,,
1004266,786690,,,
1004267,556444,,,
1004268,712630,,,
1004269,580915,,,
1004270,468483,,,
1004271,234326,,,
1004272,347180,,,
1004273,658174,,,
1004274,300114,,,
1004275,469460,,,
1004276,201584,,,
1004277,328095,,,
1004278,580948,,,
1004279,211227,,,
1004280,627354,,,
1004281,240565,,,
1004282,177497,,,
1004283,801280,,,
1004284,851554,,,
1004285,939235,,,
1004286,204554,,,
1004287,701743,,,
1004288,129834,,,
1004289,187902,,,
1004290,937394,,,
1004291,711303,,,
1004292,737705,,,
1004293,292339,,,
1004294,664601,,,
1004295,209590,,,
1004296,784006,,,
1004297,778864,,,
1004298,909421,,,
1004299,245419,,,
1004300,622524,,,
1004301,297325,,,
1004302,991241,,,
1004303,278111,,,
1004304,252806,,,
1004305,429036,,,
1004306,645112,,,
1004307,506254,,,
1004308,712961,,,
1004309,512867,,,
1004310,289591,,,
1004311,501892,,,
1004312,701176,,,
1004313,156408,,,
1004314,539891,,,
1004315,987391,,,
1004316,937376,,,
1004317,777662,,,
1004318,465084,,,
1004319,157969,,,
1004320,881785,,,
1004321,895406,,,
1004322,120244,,,
1004323,270518,,,
1004324,687272,,,
1004325,822415,,,
1004326,207695,,,
1004327,168580,,,
1004328,204816,,,
1004329,444632,,,
1004330,966836,,,
1004331,151253,,,
1004332,292469,,,
1004333,419894,,,
1004334,963188,,,
1004335,628519,,,
1004336,844977,,,
1004337,182493,,,
1004338,888767,,,
1004339,827772,,,
1004340,647771,,,
1004341,122370,,,
1004342,329667,,,
1004343,497747,,,
1004344,496151,,,
1004345,759547,,,
1004346,866991,,,
1004347,749208,,,
1004348,725837,,,
1004349,779133,,,
1004350,766442,,,
1004351,698416,,,
1004352,122228,,,
1004353,774649,,,
1004354,515531,,,
1004355,194462,,,
1004356,250266,,,
1004357,177584,,,
1004358,830119,,,
1004359,544993,,,
1004360,118821,,,
1004361,176665,,,
1004362,652315,,,
1004363,608134,,,
1004364,242442,,,
1004365,274252,,,
1004366,582415,,,
1004367,206719,,,
1004368,447417,,,
1004369,939265,,,
1004370,240465,,,
1004371,169520,,,
1004372,171693,,,
1004373,771201,,,
1004374,142915,,,
1004375,463927,,,
1004376,103608,,,
1004377,497228,,,
1004378,282593,,,
1004379,185819,,,
1004380,900136,,,
1004381,280232,,,
1004382,191195,,,
1004383,316944,,,
1004384,803870,,,
1004385,164623,,,
1004386,197779,,,
1004387,414932,,,
1004388,448199,,,
1004389,173664,,,
1004390,323703,,,
1004391,211547,,,
1004392,112894,,,
1004393,210978,,,
1004394,154406,,,
1004395,161151,,,
1004396,205394,,,
1004397,185250,,,
1004398,928941,,,
1004399,215414,,,
1004400,134201,,,
1004401,653452,,,
1004402,246340,,,
1004403,153172,,,
1004404,396132,,,
1004405,128936,,,
1004406,271112,,,
1004407,679382,,,
1004408,711288,,,
1004409,189189,,,
1004410,260356,,,
1004411,183617,,,
1004412,217803,,,
1004413,401292,,,
1004414,200249,,,
1004415,578528,,,
1004416,783527,,,
1004417,901408,,,
1004418,948274,,,
1004419,623502,,,
1004420,880531,,,
1004421,447516,,,
1004422,965662,,,
1004423,124045,,,
1004424,753321,,,
1004425,680337,,,
1004426,196057,,,
1004427,852594,,,
1004428,368724,,,
1004429,316332,,,
1004430,360529,,,
1004431,179488,,,
1004432,945232,,,
1004433,247560,,,
1004434,425142,,,
1004435,833953,,,
1004436,548694,,,
1004437,193181,,,
1004438,514595,,,
1004439,284800,,,
1004440,723350,,,
1004441,786885,,,
1004442,152901,,,
1004443,394832,,,
1004444,168268,,,
1004445,422574,,,
1004446,430006,,,
1004447,766816,,,
1004448,117899,,,
1004449,152866,,,
1004450,194586,,,
1004451,117026,,,
1004452,560108,,,
1004453,147733,,,
1004454,164720,,,
1004455,674107,,,
1004456,180125,,,
1004457,764573,,,
1004458,521099,,,
1004459,101176,,,
1004460,151982,,,
1004461,867865,,,
1004462,765133,,,
1004463,182106,,,
1004464,624057,,,
1004465,660732,,,
1004466,621695,,,
1004467,205266,,,
1004468,760025,,,
1004469,165050,,,
1004470,958647,,,
1004471,199168,,,
1004472,392779,,,
1004473,509676,,,
1004474,979347,,,
1004475,275987,,,
1004476,870185,,,
1004477,191829,,,
1004478,222951,,,
1004479,212303,,,
1004480,376088,,,
1004481,963324,,,
1004482,128165,,,
1004483,152298,,,
1004484,126018,,,
1004485,148071,,,
1004486,127451,,,
1004487,117733,,,
1004488,360401,,,
1004489,162461,,,
1004490,197371,,,
1004491,930358,,,
1004492,944109,,,
1004493,140970,,,
1004494,924715,,,
1004495,951208,,,
1004496,181947,,,
1004497,809516,,,
1004498,160947,,,
1004499,417355,,,
1004500,856245,,,
1004501,983808,,,
1004502,544466,,,
1004503,675511,,,
1004504,553277,,,
1004505,874113,,,
1004506,609273,,,
1004507,153873,,,
1004508,477554,,,
1004509,758362,,,
1004510,361856,,,
1004511,245264,,,
1004512,108138,,,
1004513,277158,,,
1004514,480352,,,
1004515,669739,,,
1004516,184725,,,
1004517,199521,,,
1004518,202293,,,
1004519,193219,,,
1004520,109822,,,
1004521,987715,,,
1004522,990568,,,
1004523,556785,,,
1004524,384062,,,
1004525,810868,,,
1004526,381735,,,
1004527,518501,,,
1004528,180572,,,
1004529,950259,,,
1004530,298239,,,
1004531,106130,,,
1004532,334626,,,
1004533,713012,,,
1004534,643511,,,
1004535,260813,,,
1004536,781736,,,
1004537,840320,,,
1004538,187993,,,
1004539,991187,,,
1004540,176098,,,
1004541,139042,,,
1004542,147446,,,
1004543,184141,,,
1004544,844867,,,
1004545,147045,,,
1004546,911946,,,
1004547,248180,,,
1004548,110752,,,
1004549,952023,,,
1004550,543679,,,
1004551,128540,,,
1004552,546790,,,
1004553,569944,,,
1004554,450662,,,
1004555,214546,,,
1004556,393359,,,
1004557,627399,,,
1004558,755275,,,
1004559,987398,,,
1004560,122046,,,
1004561,146283,,,
1004562,161893,,,
1004563,197813,,,
1004564,456660,,,
1004565,318865,,,
1004566,721795,,,
1004567,181711,,,
1004568,547234,,,
1004569,528961,,,
1004570,108089,,,
1004571,783259,,,
1004572,777169,,,
1004573,190956,,,
1004574,609403,,,
1004575,464011,,,
1004576,996660,,,
1004577,194633,,,
1004578,450142,,,
1004579,805289,,,
1004580,615408,,,
1004581,676795,,,
1004582,128779,,,
1004583,130413,,,
1004584,401825,,,
1004585,872431,,,
1004586,297860,,,
1004587,115923,,,
1004588,767875,,,
1004589,447505,,,
1004590,970554,,,
1004591,820314,,,
1004592,542212,,,
1004593,192432,,,
1004594,431738,,,
1004595,183475,,,
1004596,194323,,,
1004597,560388,,,
1004598,634938,,,
1004599,129636,,,
1004600,170929,,,
1004601,775207,,,
1004602,886688,,,
1004603,725383,,,
1004604,677559,,,
1004605,571174,,,
1004606,167762,,,
1004607,180218,,,
1004608,228630,,,
1004609,748000,,,
1004610,959245,,,
1004611,267185,,,
1004612,659618,,,
1004613,228325,,,
1004614,200830,,,
1004615,101055,,,
1004616,125211,,,
1004617,184387,,,
1004618,143207,,,
1004619,428926,,,
1004620,388389,,,
1004621,680090,,,
1004622,194584,,,
1004623,180577,,,
1004624,919036,,,
1004625,411946,,,
1004626,289480,,,
1004627,532913,,,
1004628,178248,,,
1004629,289592,,,
1004630,272197,,,
1004631,697740,,,
1004632,313908,,,
1004633,780232,,,
1004634,210067,,,
1004635,168578,,,
1004636,781960,,,
1004637,850407,,,
1004638,101199,,,
1004639,176734,,,
1004640,219807,,,
1004641,977412,,,
1004642,252555,,,
1004643,187700,,,
1004644,166069,,,
1004645,105752,,,
1004646,699430,,,
1004647,192799,,,
1004648,432849,,,
1004649,140915,,,
1004650,294728,,,
1004651,612969,,,
1004652,110659,,,
1004653,607259,,,
1004654,132793,,,
1004655,288566,,,
1004656,429855,,,
1004657,396369,,,
1004658,470845,,,
1004659,274690,,,
1004660,696829,,,
1004661,118891,,,
1004662,538817,,,
1004663,998906,,,
1004664,881745,,,
1004665,377915,,,
1004666,415070,,,
1004667,929317,,,
1004668,560709,,,
1004669,333423,,,
1004670,461156,,,
1004671,908808,,,
1004672,491665,,,
1004673,240160,,,
1004674,191013,,,
1004675,158142,,,
1004676,737683,,,
1004677,447923,,,
1004678,465971,,,
1004679,140514,,,
1004680,135457,,,
1004681,170791,,,
1004682,138875,,,
1004683,351548,,,
1004684,178550,,,
1004685,213974,,,
1004686,163217,,,
1004687,628058,,,
1004688,296601,,,
1004689,101151,,,
1004690,911336,,,
1004691,228284,,,
1004692,592936,,,
1004693,196506,,,
1004694,420263,,,
1004695,177834,,,
1004696,116566,,,
1004697,737941,,,
1004698,133483,,,
1004699,443202,,,
1004700,731356,,,
1004701,133936,,,
1004702,874902,,,
1004703,101284,,,
1004704,209997,,,
1004705,390278,,,
1004706,442678,,,
1004707,164059,,,
1004708,321369,,,
1004709,873658,,,
1004710,577980,,,
1004711,161633,,,
1004712,182263,,,
1004713,774831,,,
1004714,341559,,,
1004715,835906,,,
1004716,206133,,,
1004717,127722,,,
1004718,558997,,,
1004719,764692,,,
1004720,622482,,,
1004721,611851,,,
1004722,925971,,,
1004723,208297,,,
1004724,433508,,,
1004725,126804,,,
1004726,343048,,,
1004727,751745,,,
1004728,112464,,,
1004729,728450,,,
1004730,989522,,,
1004731,265212,,,
1004732,832346,,,
1004733,173273,,,
1004734,205991,,,
1004735,112690,,,
1004736,107357,,,
1004737,486890,,,
1004738,151686,,,
1004739,510941,,,
1004740,144301,,,
1004741,268962,,,
1004742,444304,,,
1004743,178967,,,
1004744,206939,,,
1004745,553507,,,
1004746,446056,,,
1004747,183844,,,
1004748,757239,,,
1004749,820035,,,
1004750,428284,,,
1004751,607311,,,
1004752,210488,,,
1004753,971690,,,
1004754,974984,,,
1004755,423589,,,
1004756,103065,,,
1004757,157181,,,
1004758,175586,,,
1004759,982425,,,
1004760,421875,,,
1004761,758400,,,
1004762,868438,,,
1004763,999838,,,
1004764,183212,,,
1004765,647904,,,
1004766,918777,,,
1004767,986400,,,
1004768,141481,,,
1004769,148133,,,
1004770,133964,,,
1004771,113670,,,
1004772,160709,,,
1004773,154745,,,
1004774,935175,,,
1004775,885932,,,
1004776,564362,,,
1004777,424295,,,
1004778,178494,,,
1004779,364915,,,
1004780,162265,,,
1004781,172403,,,
1004782,124947,,,
1004785,130687,,,
1004786,115871,,,
1004787,409913,,,
1004788,131400,,,
1004789,860366,,,
1004790,931799,,,
1004791,121340,,,
1004792,336846,,,
1004793,750255,,,
1004794,582612,,,
1004795,179204,,,
1004796,207857,,,
1004797,709278,,,
1004798,238833,,,
1004799,207957,,,
1004800,210603,,,
1004801,823318,,,
1004802,161107,,,
1004803,423878,,,
1004804,192532,,,
1004805,160880,,,
1004806,732063,,,
1004807,479755,,,
1004808,704693,,,
1004809,525299,,,
1004810,191730,,,
1004811,502281,,,
1004812,125783,,,
1004813,622837,,,
1004814,795161,,,
1004815,736949,,,
1004816,823112,,,
1004817,135811,,,
1004818,119335,,,
1004819,205606,,,
1004820,104246,,,
1004821,654441,,,
1004822,204473,,,
1004823,798937,,,
1004824,749089,,,
1004825,362737,,,
1004826,209172,,,
1004827,131888,,,
1004828,560444,,,
1004829,398459,,,
1004830,847670,,,
1004831,101432,,,
1004832,405709,,,
1004833,207125,,,
1004834,182013,,,
1004835,913300,,,
1004836,535936,,,
1004837,600845,,,
1004838,571343,,,
1004839,180541,,,
1004840,635270,,,
1004841,211949,,,
1004842,159034,,,
1004843,583877,,,
1004844,632609,,,
1004845,202954,,,
1004846,244767,,,
1004847,221340,,,
1004848,189735,,,
1004849,198572,,,
1004850,227593,,,
1004851,908401,,,
1004852,379016,,,
1004853,391502,,,
1004854,481685,,,
1004855,148929,,,
1004856,176838,,,
1004857,933646,,,
1004858,854302,,,
1004859,867972,,,
1004860,136241,,,
1004861,171055,,,
1004862,720510,,,
1004863,580054,,,
1004864,884523,,,
1004865,591409,,,
1004866,554214,,,
1004867,301317,,,
1004868,878128,,,
1004869,259215,,,
1004870,560945,,,
1004871,708659,,,
1004872,154122,,,
1004873,503985,,,
1004874,117255,,,
1004875,151095,,,
1004876,207043,,,
1004877,190205,,,
1004878,669887,,,
1004879,150743,,,
1004880,814699,,,
1004881,152765,,,
1004882,645618,,,
1004883,184654,,,
1004884,138313,,,
1004885,918578,,,
1004886,115502,,,
1004887,206057,,,
1004888,512080,,,
1004889,530038,,,
1004890,210487,,,
1004891,357267,,,
1004892,203111,,,
1004893,297814,,,
1004894,126177,,,
1004895,167408,,,
1004896,792165,,,
1004897,128653,,,
1004898,132649,,,
1004899,489496,,,
1004900,491647,,,
1004901,685560,,,
1004902,799801,,,
1004903,102627,,,
1004904,771473,,,
1004905,838540,,,
1004906,847002,,,
1004907,756057,,,
1004908,117516,,,
1004909,169119,,,
1004910,959277,,,
1004911,547130,,,
1004912,197382,,,
1004913,181555,,,
1004914,156171,,,
1004915,196383,,,
1004916,179006,,,
1004917,128052,,,
1004918,160201,,,
1004919,513422,,,
1004920,213723,,,
1004921,742901,,,
1004922,117104,,,
1004923,790058,,,
1004924,501242,,,
1004925,748960,,,
1004926,146151,,,
1004927,913857,,,
1004928,368370,,,
1004929,189901,,,
1004930,209141,,,
1004931,198272,,,
1004932,365641,,,
1004933,646789,,,
1004934,930741,,,
1004935,188944,,,
1004936,799924,,,
1004937,941809,,,
1004938,292798,,,
1005044,249949,,,
1005045,601560,,,
1005046,206616,,,
1005047,109216,,,
1005048,407200,,,
1005049,251123,,,
1005050,848869,,,
1005051,122617,,,
1005052,961915,,,
1005053,181793,,,
1005054,755829,,,
1005055,622472,,,
1005056,665071,,,
1005057,102462,,,
1005058,506604,,,
1005059,111755,,,
1005060,575635,,,
1005061,256065,,,
1005062,196590,,,
1005063,638577,,,
1005064,723665,,,
1005065,290077,,,
1005066,197849,,,
1005067,178766,,,
1005068,629955,,,
1005069,202092,,,
1005070,417536,,,
1005071,869568,,,
1005072,603394,,,
1005073,572723,,,
1005074,791148,,,
1005076,219458,,,
1005077,649835,,,
1005078,199352,,,
1005079,162332,,,
1005080,116146,,,
1005081,200083,,,
1005082,126523,,,
1005083,764298,,,
1005084,451432,,,
1005085,140034,,,
1005086,120968,,,
1005087,883610,,,
1005088,482475,,,
1005089,182215,,,
1005090,111534,,,
1005091,207524,,,
1005092,100421,,,
1005093,714796,,,
1005094,112461,,,
1005110,250942,,,
1005111,130844,,,
1005112,285951,,,
1005113,957134,,,
1005114,106029,,,
1005115,166728,,,
1005116,699642,,,
1005117,128326,,,
1005118,256342,,,
1005119,506514,,,
1005120,146657,,,
1005121,450531,,,
1005122,206934,,,
1005123,168057,,,
1005124,997702,,,
1005125,213370,,,
1005126,191937,,,
1005127,135581,,,
1005128,822101,,,
1005129,133231,,,
1005130,134945,,,
1005131,122798,,,
1005132,285254,,,
1005133,695611,,,
1005134,137823,,,
1005135,117022,,,
1005136,357542,,,
1005137,187331,,,
1005138,300710,,,
1005139,574806,,,
1005140,729742,,,
1005141,184745,,,
1005142,741857,,,
1005143,732827,,,
1005144,646108,,,
1005145,189185,,,
1005146,127929,,,
1005147,848593,,,
1005148,785216,,,
1005149,363485,,,
1005150,114852,,,
1005151,159961,,,
1005152,435556,,,
1005153,387647,,,
1005154,116188,,,
1005155,142048,,,
1005156,182816,,,
1005157,434411,,,
1005158,144038,,,
1005159,182171,,,
1005160,283394,,,
1005161,160200,,,
1005162,477365,,,
1005163,140545,,,
1005164,957199,,,
1005165,748149,,,
1005166,161441,,,
1005167,158756,,,
1005168,204715,,,
1005169,138779,,,
1005170,123648,,,
1005171,858372,,,
1005172,919566,,,
1005173,156675,,,
1005174,348908,,,
1005175,102001,,,
1005176,100611,,,
1005177,496387,,,
1005178,286650,,,
1005179,558804,,,
1005180,203181,,,
1005181,148244,,,
1005182,119603,,,
1005183,159909,,,
1005184,541512,,,
1005185,163406,,,
1005186,433059,,,
1005187,306316,,,
1005188,605312,,,
1005189,892832,,,
1005190,174549,,,
1005191,286121,,,
1005192,364537,,,
1005193,907950,,,
1005194,285852,,,
1005195,691933,,,
1005196,336497,,,
1005197,997745,,,
1005198,288537,,,
1005199,101525,,,
1005200,641485,,,
1005201,126600,,,
1005202,727515,,,
1005203,322552,,,
1005204,542314,,,
1005205,960058,,,
1005206,871304,,,
1005207,189949,,,
1005208,867701,,,
1005209,250252,,,
1005210,829806,,,
1005211,208101,,,
1005212,372250,,,
1005213,142445,,,
1005214,193075,,,
1005215,678483,,,
1005216,995013,,,
1005217,262166,,,
1005218,438981,,,
1005219,107958,,,
1005220,492863,,,
1005221,400446,,,
1005222,596962,,,
1005223,619113,,,
1005224,102083,,,
1005225,108731,,,
1005226,501586,,,
1005227,984463,,,
1005228,756896,,,
1005229,501530,,,
1005230,125376,,,
1005231,711295,,,
1005232,420317,,,
1005233,180449,,,
1005234,791578,,,
1005235,223708,,,
1005236,154070,,,
1005237,210807,,,
1005238,566764,,,
1005239,191665,,,
1005240,434267,,,
1005241,504713,,,
1005242,295231,,,
1005243,662340,,,
1005244,199131,,,
1005245,122637,,,
1005246,821139,,,
1005247,825614,,,
1005248,869171,,,
1005249,178458,,,
1005250,723870,,,
1005251,708967,,,
1005252,179594,,,
1005253,671776,,,
1005254,242402,,,
1005255,117449,,,
1005256,530824,,,
1005257,190988,,,
1005258,850854,,,
1005259,182653,,,
1005260,781770,,,
1005261,594803,,,
1005262,309418,,,
1005263,398482,,,
1005264,789571,,,
1005265,206365,,,
1005266,168013,,,
1005267,164854,,,
1005268,193737,,,
1005269,214585,,,
1005270,671130,,,
1005271,497835,,,
